index_name,n_stations,OLS_estimate,OLS_ci_low,OLS_ci_high,q10_estimate,q10_ci_low,q10_ci_high,q50_estimate,q50_ci_low,q50_ci_high,q90_estimate,q90_ci_low,q90_ci_high,Delta1_estimate,Delta1_ci_low,Delta1_ci_high
warm_days,108,13.949410067057144,8.643151011429211,17.083954234081993,9.520502645502646,3.5648148148148158,14.553872053872055,15.718694885361549,7.341269841269838,18.044662309368192,22.37037037037037,2.810185185185187,27.90448343079922,12.849867724867728,-5.7561921296296354,19.663742690058484
warm_nights,108,11.136561695385224,8.094986473177538,12.919586068405884,10.069444444444445,6.9444444444444455,11.972934472934472,12.340534979423868,5.7625272331154695,14.029982363315698,12.777777777777777,7.870370370370362,16.910331384015592,2.708333333333332,-2.2381535947712417,6.9973544973545
cool_days,108,-12.612568259627094,-18.393545135024013,-4.554204942780727,-5.454545454545455,-14.621913580246916,-2.1759259259259256,-11.947751322751325,-13.61916264090177,-2.8283871478315423,-15.69593787335723,-29.00238948626045,-1.5637860082304578,-10.241392418811776,-22.234760802469133,3.280864197530861
cool_nights,108,-10.966018730724606,-15.725273869188111,-4.550756692948323,-5.905349794238686,-13.468364197530864,-3.2407407407407405,-9.599999999999998,-11.496913580246916,-3.6689814814814814,-12.271604938271604,-25.244922341696537,-4.565972222222219,-6.366255144032917,-19.30023148148148,3.114246093412768
