index_name,tau,network_slope,ols_slope
cool_nights,0.48,-9.325265590146499,-10.863292034184974
cool_nights,0.49,-9.831583838509212,-10.863292034184974
cool_nights,0.5,-9.831590449973513,-10.863292034184974
cool_nights,0.51,-9.831577327553354,-10.863292034184974
cool_nights,0.52,-9.77256973085277,-10.863292034184974
cool_nights,0.53,-9.77256783870627,-10.863292034184974
cool_nights,0.54,-9.772568027585239,-10.863292034184974
cool_nights,0.55,-9.884201511914839,-10.863292034184974
cool_nights,0.56,-9.88429071158936,-10.863292034184974
cool_nights,0.57,-9.199089741732063,-10.863292034184974
cool_nights,0.58,-9.199074782993184,-10.863292034184974
cool_nights,0.59,-9.199073646618105,-10.863292034184974
cool_nights,0.6,-9.199074720281986,-10.863292034184974
cool_nights,0.61,-9.460282909861371,-10.863292034184974
cool_nights,0.62,-9.46028347303439,-10.863292034184974
cool_nights,0.63,-9.460281534413928,-10.863292034184974
cool_nights,0.64,-9.416294602313325,-10.863292034184974
cool_nights,0.65,-9.416284414074175,-10.863292034184974
cool_nights,0.66,-9.416293371603443,-10.863292034184974
cool_nights,0.67,-9.453404693665124,-10.863292034184974
cool_nights,0.68,-9.453405192179027,-10.863292034184974
cool_nights,0.69,-9.453406493569792,-10.863292034184974
cool_nights,0.7,-9.63654259920188,-10.863292034184974
cool_nights,0.71,-9.636545815593939,-10.863292034184974
cool_nights,0.72,-9.636558555067538,-10.863292034184974
cool_nights,0.73,-9.774927078409817,-10.863292034184974
cool_nights,0.74,-9.774927474427795,-10.863292034184974
cool_nights,0.75,-9.77489597427901,-10.863292034184974
cool_nights,0.76,-9.67116340356121,-10.863292034184974
cool_nights,0.77,-9.671161842843091,-10.863292034184974
cool_nights,0.78,-9.671161738411676,-10.863292034184974
cool_nights,0.79,-9.811822817610109,-10.863292034184974
cool_nights,0.8,-10.160344010048423,-10.863292034184974
cool_nights,0.81,-12.201717782502877,-10.863292034184974
cool_nights,0.82,-12.201724812444565,-10.863292034184974
cool_nights,0.83,-12.20172552920329,-10.863292034184974
cool_nights,0.84,-12.796695582496252,-10.863292034184974
cool_nights,0.85,-12.796696598736073,-10.863292034184974
cool_nights,0.86,-12.79669674613706,-10.863292034184974
cool_nights,0.87,-12.79669669131766,-10.863292034184974
cool_nights,0.88,-11.528767402943853,-10.863292034184974
cool_nights,0.89,-11.528760664804693,-10.863292034184974
cool_nights,0.9,-12.064510631550082,-10.863292034184974
