index_name,network,year,annual_count,n_stations
warm_nights,common_365_equivalent,2003,28.48614431584983,108
warm_nights,common_365_equivalent,2004,30.167979818056168,108
warm_nights,common_365_equivalent,2005,25.290244412318398,108
warm_nights,common_365_equivalent,2006,36.20925291303806,108
warm_nights,common_365_equivalent,2007,24.644669337230166,108
warm_nights,common_365_equivalent,2008,33.655429906927786,108
warm_nights,common_365_equivalent,2009,28.27186092565383,108
warm_nights,common_365_equivalent,2010,49.01696576160294,108
warm_nights,common_365_equivalent,2011,31.25109138904385,108
warm_nights,common_365_equivalent,2012,29.79914344129234,108
warm_nights,common_365_equivalent,2013,33.71334452584452,108
warm_nights,common_365_equivalent,2014,33.13748993202813,108
warm_nights,common_365_equivalent,2015,50.83920210163228,108
warm_nights,common_365_equivalent,2016,45.26098795669642,108
warm_nights,common_365_equivalent,2017,41.86023989882324,108
warm_nights,common_365_equivalent,2018,54.351883057617414,108
warm_nights,common_365_equivalent,2019,40.61764524229414,108
warm_nights,common_365_equivalent,2020,35.585396520019074,108
warm_nights,common_365_equivalent,2021,55.2768352820091,108
warm_nights,common_365_equivalent,2022,52.01547511121979,108
warm_nights,common_365_equivalent,2023,53.7019603520217,108
warm_nights,common_365_equivalent,2024,57.51496912037003,108
cool_days,available,1991,56.08695652173913,115
cool_days,available,1992,103.47154471544715,123
cool_days,available,1993,67.57851239669421,121
cool_days,available,1994,50.16260162601626,123
cool_days,available,1995,44.21774193548387,124
cool_days,available,1996,51.306451612903224,124
cool_days,available,1997,47.61290322580645,124
cool_days,available,1998,33.564516129032256,124
cool_days,available,1999,25.20967741935484,124
cool_days,available,2000,30.653225806451612,124
cool_days,available,2001,22.556451612903224,124
cool_days,available,2002,29.741935483870968,124
cool_days,available,2003,31.85483870967742,124
cool_days,available,2004,33.54838709677419,124
cool_days,available,2005,33.91935483870968,124
cool_days,available,2006,33.91935483870968,124
cool_days,available,2007,32.596774193548384,124
cool_days,available,2008,43.483870967741936,124
cool_days,available,2009,32.225806451612904,124
cool_days,available,2010,16.032258064516128,124
cool_days,available,2011,32.61290322580645,124
cool_days,available,2012,31.112903225806452,124
cool_days,available,2013,30.661290322580644,124
cool_days,available,2014,29.887096774193548,124
cool_days,available,2015,26.096774193548388,124
cool_days,available,2016,24.870967741935484,124
cool_days,available,2017,18.508064516129032,124
cool_days,available,2018,20.387096774193548,124
cool_days,available,2019,26.838709677419356,124
cool_days,available,2020,31.35483870967742,124
cool_days,available,2021,12.886178861788618,123
cool_days,available,2022,16.5609756097561,123
cool_days,available,2023,14.487804878048781,123
cool_days,available,2024,19.925619834710744,121
cool_days,index_fixed,1991,56.34862385321101,109
cool_days,index_fixed,1992,104.56880733944953,109
cool_days,index_fixed,1993,68.37614678899082,109
cool_days,index_fixed,1994,49.972477064220186,109
cool_days,index_fixed,1995,43.77064220183486,109
cool_days,index_fixed,1996,49.981651376146786,109
cool_days,index_fixed,1997,47.92660550458716,109
cool_days,index_fixed,1998,33.20183486238532,109
cool_days,index_fixed,1999,24.75229357798165,109
cool_days,index_fixed,2000,30.587155963302752,109
cool_days,index_fixed,2001,22.201834862385322,109
cool_days,index_fixed,2002,29.862385321100916,109
cool_days,index_fixed,2003,32.04587155963303,109
cool_days,index_fixed,2004,33.46788990825688,109
cool_days,index_fixed,2005,33.642201834862384,109
cool_days,index_fixed,2006,33.26605504587156,109
cool_days,index_fixed,2007,32.31192660550459,109
cool_days,index_fixed,2008,43.12844036697248,109
cool_days,index_fixed,2009,32.62385321100918,109
cool_days,index_fixed,2010,15.706422018348624,109
cool_days,index_fixed,2011,32.89908256880734,109
cool_days,index_fixed,2012,30.73394495412844,109
cool_days,index_fixed,2013,31.31192660550459,109
cool_days,index_fixed,2014,29.394495412844037,109
cool_days,index_fixed,2015,26.073394495412845,109
cool_days,index_fixed,2016,24.889908256880734,109
cool_days,index_fixed,2017,18.678899082568808,109
cool_days,index_fixed,2018,20.073394495412845,109
cool_days,index_fixed,2019,26.834862385321102,109
cool_days,index_fixed,2020,31.275229357798164,109
cool_days,index_fixed,2021,12.724770642201834,109
cool_days,index_fixed,2022,16.587155963302752,109
cool_days,index_fixed,2023,14.678899082568808,109
cool_days,index_fixed,2024,19.825688073394495,109
cool_days,common_fixed,1991,56.28703703703704,108
cool_days,common_fixed,1992,104.52777777777777,108
cool_days,common_fixed,1993,68.45370370370371,108
