index_name,omitted_year,q10,q50,q90,Delta1
warm_nights,2017,10.069444444444445,12.340534979423868,12.777777777777777,2.708333333333332
warm_nights,2018,10.069444444444445,12.340534979423868,11.37962962962963,1.3101851851851851
warm_nights,2019,10.069444444444445,12.340534979423868,12.777777777777777,2.708333333333332
warm_nights,2020,10.606060606060609,12.340534979423868,12.777777777777777,2.1717171717171677
warm_nights,2021,10.069444444444445,11.152461221905666,12.777777777777777,2.708333333333332
warm_nights,2022,10.069444444444445,9.964387464387464,12.883597883597883,2.814153439153438
warm_nights,2023,10.069444444444445,9.964387464387464,12.989417989417989,2.919973544973544
warm_nights,2024,10.069444444444445,9.964387464387464,12.989417989417989,2.919973544973544
cool_days,1991,-5.454545454545455,-9.467592592592593,-15.69593787335723,-10.241392418811776
cool_days,1992,-5.454545454545455,-9.467592592592593,-10.48941798941799,-5.034872534872536
cool_days,1993,-5.454545454545455,-9.467592592592593,-14.24074074074074,-8.786195286195285
cool_days,1994,-5.454545454545455,-9.467592592592593,-15.69593787335723,-10.241392418811776
cool_days,1995,-5.454545454545455,-11.947751322751325,-15.69593787335723,-10.241392418811776
cool_days,1996,-5.454545454545455,-9.467592592592593,-15.69593787335723,-10.241392418811776
cool_days,1997,-5.454545454545455,-9.467592592592593,-15.69593787335723,-10.241392418811776
cool_days,1998,-5.454545454545455,-11.947751322751325,-15.69593787335723,-10.241392418811776
cool_days,1999,-8.465608465608465,-11.947751322751325,-15.69593787335723,-7.230329407748766
cool_days,2000,-5.454545454545455,-11.947751322751325,-15.69593787335723,-10.241392418811776
cool_days,2001,-8.465608465608465,-11.776344797178133,-15.69593787335723,-7.230329407748766
cool_days,2002,-5.454545454545455,-11.604938271604942,-15.69593787335723,-10.241392418811776
cool_days,2003,-5.454545454545455,-11.604938271604942,-15.69593787335723,-10.241392418811776
cool_days,2004,-5.454545454545455,-11.604938271604942,-15.69593787335723,-10.241392418811776
cool_days,2005,-5.454545454545455,-11.604938271604942,-15.69593787335723,-10.241392418811776
cool_days,2006,-5.454545454545455,-11.604938271604942,-15.69593787335723,-10.241392418811776
cool_days,2007,-5.454545454545455,-11.604938271604942,-15.69593787335723,-10.241392418811776
cool_days,2008,-5.454545454545455,-10.543209876543209,-15.69593787335723,-10.241392418811776
cool_days,2009,-5.454545454545455,-10.543209876543209,-15.69593787335723,-10.241392418811776
cool_days,2010,-6.982570806100217,-11.604938271604942,-15.69593787335723,-8.713367067257014
cool_days,2011,-5.454545454545455,-10.543209876543209,-15.69593787335723,-10.241392418811776
cool_days,2012,-5.454545454545455,-10.543209876543209,-15.69593787335723,-10.241392418811776
cool_days,2013,-5.454545454545455,-10.543209876543209,-15.69593787335723,-10.241392418811776
cool_days,2014,-5.454545454545455,-10.543209876543209,-15.69593787335723,-10.241392418811776
cool_days,2015,-5.454545454545455,-11.245480599647266,-15.69593787335723,-10.241392418811776
cool_days,2016,-5.454545454545455,-11.947751322751325,-15.69593787335723,-10.241392418811776
cool_days,2017,-5.454545454545455,-11.04497354497354,-15.69593787335723,-10.241392418811776
cool_days,2018,-5.454545454545455,-11.04497354497354,-15.69593787335723,-10.241392418811776
cool_days,2019,-5.454545454545455,-11.947751322751325,-15.69593787335723,-10.241392418811776
cool_days,2020,-5.454545454545455,-11.947751322751325,-15.975783475783478,-10.521238021238023
cool_days,2021,-4.243827160493828,-11.04497354497354,-15.69593787335723,-11.452110712863403
cool_days,2022,-5.454545454545455,-11.04497354497354,-15.69593787335723,-10.241392418811776
cool_days,2023,-5.454545454545455,-10.01322751322751,-15.69593787335723,-10.241392418811776
cool_days,2024,-5.454545454545455,-11.947751322751325,-15.975783475783478,-10.521238021238023
cool_nights,1991,-4.356060606060606,-9.56908831908832,-12.271604938271603,-7.915544332210996
cool_nights,1992,-5.130705200149646,-9.56908831908832,-11.537037037037033,-6.406331836887387
cool_nights,1993,-5.905349794238686,-9.56908831908832,-11.537037037037033,-5.631687242798347
cool_nights,1994,-5.905349794238686,-9.56908831908832,-12.271604938271603,-6.366255144032917
cool_nights,1995,-5.905349794238686,-9.56908831908832,-12.271604938271603,-6.366255144032917
cool_nights,1996,-5.905349794238686,-9.599999999999998,-12.271604938271603,-6.366255144032917
cool_nights,1997,-5.905349794238686,-9.56908831908832,-12.271604938271603,-6.366255144032917
cool_nights,1998,-7.928849902534112,-9.599999999999998,-12.271604938271603,-4.342755035737491
cool_nights,1999,-5.905349794238686,-9.599999999999998,-12.271604938271603,-6.366255144032917
cool_nights,2000,-5.905349794238686,-9.599999999999998,-12.271604938271603,-6.366255144032917
cool_nights,2001,-7.928849902534112,-9.599999999999998,-12.271604938271603,-4.342755035737491
cool_nights,2002,-5.905349794238686,-9.599999999999998,-12.271604938271603,-6.366255144032917
cool_nights,2003,-5.905349794238686,-9.599999999999998,-12.271604938271603,-6.366255144032917
cool_nights,2004,-5.905349794238686,-9.599999999999998,-12.271604938271603,-6.366255144032917
cool_nights,2005,-5.905349794238686,-9.599999999999998,-12.271604938271603,-6.366255144032917
cool_nights,2006,-5.905349794238686,-9.50959595959596,-12.271604938271603,-6.366255144032917
cool_nights,2007,-5.905349794238686,-9.56908831908832,-12.271604938271603,-6.366255144032917
