definition,rule,threshold_mode,climate_regime,stratum,n_stations,n_zero,component,estimate_pp,ci_low_pp,ci_high_pp
warm_season,dry_inclusive_only,fixed,BSh_hot_steppe,positive,3,0,dry_marginal,0.7497116493656293,-10.957324106113035,10.55363321799308
warm_season,dry_inclusive_only,fixed,BSh_hot_steppe,positive,3,0,hot_marginal,17.243367935409456,9.746251441753172,24.509803921568622
warm_season,dry_inclusive_only,fixed,BSh_hot_steppe,positive,3,0,excess_joint,-2.306805074971165,-7.381776239907727,4.1522491349480966
warm_season,dry_inclusive_only,fixed,BSh_hot_steppe,zero,5,5,joint_change,42.35294117647059,22.352941176470587,61.17647058823529
warm_season,dry_inclusive_only,fixed,BSh_hot_steppe,zero,5,5,dry_marginal,-1.418685121107265,-11.316608996539793,9.863321799307966
warm_season,dry_inclusive_only,fixed,BSh_hot_steppe,zero,5,5,hot_marginal,39.55017301038062,19.515570934256054,59.58650519031142
warm_season,dry_inclusive_only,fixed,BSh_hot_steppe,zero,5,5,excess_joint,4.221453287197234,-3.806228373702421,11.629757785467147
warm_season,dry_inclusive_only,fixed,BSk_cold_steppe,all,33,3,joint_change,16.75579322638146,6.4171122994652405,27.62923351158644
warm_season,dry_inclusive_only,fixed,BSk_cold_steppe,all,33,3,dry_marginal,-0.08388382090804225,-5.945265806857503,6.018926287092378
warm_season,dry_inclusive_only,fixed,BSk_cold_steppe,all,33,3,hot_marginal,16.21054839047919,10.584565376952918,22.396980182447308
warm_season,dry_inclusive_only,fixed,BSk_cold_steppe,all,33,3,excess_joint,0.6291286568103179,-2.998846597462514,4.058404110307227
warm_season,dry_inclusive_only,fixed,BSk_cold_steppe,positive,30,0,joint_change,16.862745098039213,5.490196078431372,28.627450980392148
warm_season,dry_inclusive_only,fixed,BSk_cold_steppe,positive,30,0,dry_marginal,0.18454440599769348,-5.732410611303342,6.724913494809691
warm_season,dry_inclusive_only,fixed,BSk_cold_steppe,positive,30,0,hot_marginal,15.824682814302195,9.532006920415226,22.66464821222607
warm_season,dry_inclusive_only,fixed,BSk_cold_steppe,positive,30,0,excess_joint,0.8535178777393314,-3.0686274509803924,4.314302191464824
warm_season,dry_inclusive_only,fixed,BSk_cold_steppe,zero,3,3,joint_change,15.686274509803917,0.0,31.372549019607845
warm_season,dry_inclusive_only,fixed,BSk_cold_steppe,zero,3,3,dry_marginal,-2.768166089965399,-15.859284890426757,8.823529411764705
warm_season,dry_inclusive_only,fixed,BSk_cold_steppe,zero,3,3,hot_marginal,20.06920415224913,13.956170703575546,26.239907727797
warm_season,dry_inclusive_only,fixed,BSk_cold_steppe,zero,3,3,excess_joint,-1.6147635524798156,-7.266435986159167,4.036908881199539
warm_season,dry_inclusive_only,fixed,C_temperate,all,15,1,joint_change,22.35294117647059,10.588235294117647,32.96078431372557
warm_season,dry_inclusive_only,fixed,C_temperate,all,15,1,dry_marginal,4.452133794694348,-5.399653979238755,14.349480968858138
warm_season,dry_inclusive_only,fixed,C_temperate,all,15,1,hot_marginal,18.569780853517877,10.472318339100346,27.070357554786618
warm_season,dry_inclusive_only,fixed,C_temperate,all,15,1,excess_joint,-0.668973471741637,-5.859284890426758,4.244521337946944
warm_season,dry_inclusive_only,fixed,C_temperate,positive,14,0,joint_change,22.6890756302521,10.924369747899162,33.19327731092437
warm_season,dry_inclusive_only,fixed,C_temperate,positive,14,0,dry_marginal,4.77014335145823,-4.795477014335146,14.323405832921408
warm_season,dry_inclusive_only,fixed,C_temperate,positive,14,0,hot_marginal,18.66040533860603,10.627162629757784,26.903732081067716
warm_season,dry_inclusive_only,fixed,C_temperate,positive,14,0,excess_joint,-0.7414730598121594,-5.512852199703411,3.979238754325262
warm_season,dry_inclusive_only,fixed,C_temperate,zero,1,1,joint_change,17.64705882352941,-5.88235294117647,41.17647058823529
warm_season,dry_inclusive_only,fixed,C_temperate,zero,1,1,dry_marginal,0.0,-17.301038062283737,17.64705882352941
warm_season,dry_inclusive_only,fixed,C_temperate,zero,1,1,hot_marginal,17.301038062283737,5.190311418685123,33.73702422145328
warm_season,dry_inclusive_only,fixed,C_temperate,zero,1,1,excess_joint,0.3460207612456759,-12.802768166089965,11.089965397923944
warm_season,dry_inclusive_only,fixed,Dsa_cold_dry_summer,all,8,0,joint_change,19.852941176470583,3.6764705882352935,36.02941176470588
warm_season,dry_inclusive_only,fixed,Dsa_cold_dry_summer,all,8,0,dry_marginal,1.4057093425605534,-8.932742214532869,10.857482698961944
warm_season,dry_inclusive_only,fixed,Dsa_cold_dry_summer,all,8,0,hot_marginal,19.052768166089965,11.353806228373701,26.8598615916955
warm_season,dry_inclusive_only,fixed,Dsa_cold_dry_summer,all,8,0,excess_joint,-0.6055363321799301,-5.71150519031142,5.147058823529411
warm_season,dry_inclusive_only,fixed,Dsa_cold_dry_summer,positive,8,0,joint_change,19.852941176470583,3.6764705882352935,36.02941176470588
warm_season,dry_inclusive_only,fixed,Dsa_cold_dry_summer,positive,8,0,dry_marginal,1.4057093425605534,-8.932742214532869,10.857482698961944
warm_season,dry_inclusive_only,fixed,Dsa_cold_dry_summer,positive,8,0,hot_marginal,19.052768166089965,11.353806228373701,26.8598615916955
warm_season,dry_inclusive_only,fixed,Dsa_cold_dry_summer,positive,8,0,excess_joint,-0.6055363321799301,-5.71150519031142,5.147058823529411
warm_season,both_inclusive,fixed,All,all,103,28,joint_change,17.361507709880073,6.739006282124498,28.55796687607083
warm_season,both_inclusive,fixed,All,all,103,28,dry_marginal,0.3174656498807403,-6.127171028319952,6.970890583532097
warm_season,both_inclusive,fixed,All,all,103,28,hot_marginal,16.939899889138974,10.071135821547347,24.62634796922767
warm_season,both_inclusive,fixed,All,all,103,28,excess_joint,0.10414217086034971,-2.734571841300768,3.1578593744750916
warm_season,both_inclusive,fixed,All,positive,75,0,joint_change,15.294117647058814,4.862745098039216,26.03921568627451
warm_season,both_inclusive,fixed,All,positive,75,0,dry_marginal,1.2087658592848902,-5.093656286043829,7.684313725490197
warm_season,both_inclusive,fixed,All,positive,75,0,hot_marginal,14.140715109573245,8.190888119953863,20.77335640138408
warm_season,both_inclusive,fixed,All,positive,75,0,excess_joint,-0.05536332179930725,-3.0867358708189148,3.110265282583624
warm_season,both_inclusive,fixed,All,zero,28,28,joint_change,22.89915966386554,10.294117647058824,36.344537815126046
warm_season,both_inclusive,fixed,All,zero,28,28,dry_marginal,-2.0699456253089474,-9.745736529906079,5.666707859614435
warm_season,both_inclusive,fixed,All,zero,28,28,hot_marginal,24.43771626297578,14.364495798319332,35.565991102323274
warm_season,both_inclusive,fixed,All,zero,28,28,excess_joint,0.5313890261987166,-2.6693030153237767,3.9798566485417757
warm_season,both_inclusive,fixed,BWh_hot_desert,all,26,17,joint_change,19.683257918552037,6.78733031674208,33.93665158371039
warm_season,both_inclusive,fixed,BWh_hot_desert,all,26,17,dry_marginal,0.019962736225711507,-6.534468991216396,6.934389140271496
warm_season,both_inclusive,fixed,BWh_hot_desert,all,26,17,hot_marginal,20.51503859462337,11.917753526750069,30.337037529944105
warm_season,both_inclusive,fixed,BWh_hot_desert,all,26,17,excess_joint,-0.8517434122970436,-3.9399787064146916,2.209874900186321
warm_season,both_inclusive,fixed,BWh_hot_desert,positive,9,0,joint_change,15.032679738562088,3.9215686274509816,26.79738562091503
warm_season,both_inclusive,fixed,BWh_hot_desert,positive,9,0,dry_marginal,2.7104959630911183,-3.787004998077661,9.515570934256054
warm_season,both_inclusive,fixed,BWh_hot_desert,positive,9,0,hot_marginal,12.091503267973856,5.939061899269512,20.20569011918494
warm_season,both_inclusive,fixed,BWh_hot_desert,positive,9,0,excess_joint,0.23068050749711697,-4.3444828911956925,4.728950403690889
warm_season,both_inclusive,fixed,BWh_hot_desert,zero,17,17,joint_change,22.14532871972319,7.26643598615917,38.062283737024224
warm_season,both_inclusive,fixed,BWh_hot_desert,zero,17,17,dry_marginal,-1.4044372074089155,-8.824547119886017,6.137797679625487
warm_season,both_inclusive,fixed,BWh_hot_desert,zero,17,17,hot_marginal,24.974557296967227,14.440260533279053,36.741807449623465
warm_season,both_inclusive,fixed,BWh_hot_desert,zero,17,17,excess_joint,-1.4247913698351289,-4.579686545898634,2.238957866883778
warm_season,both_inclusive,fixed,BWk_cold_desert,all,13,2,joint_change,7.692307692307693,-4.524886877828053,20.361990950226243
warm_season,both_inclusive,fixed,BWk_cold_desert,all,13,2,dry_marginal,-3.233963268565345,-9.422411498536066,3.514107000266171
warm_season,both_inclusive,fixed,BWk_cold_desert,all,13,2,hot_marginal,9.701889805696034,3.020361990950226,17.288394996007455
warm_season,both_inclusive,fixed,BWk_cold_desert,all,13,2,excess_joint,1.224381155177004,-2.9544849614053765,5.696034069736492
warm_season,both_inclusive,fixed,BWk_cold_desert,positive,11,0,joint_change,8.021390374331553,-4.81283422459893,21.390374331550802
warm_season,both_inclusive,fixed,BWk_cold_desert,positive,11,0,dry_marginal,-2.201950298836113,-8.619062598301353,4.561182761874803
warm_season,both_inclusive,fixed,BWk_cold_desert,positive,11,0,hot_marginal,10.380622837370241,3.5545769109782954,18.136206354199437
warm_season,both_inclusive,fixed,BWk_cold_desert,positive,11,0,excess_joint,-0.1572821642025782,-4.781377791758415,5.127398553004091
warm_season,both_inclusive,fixed,BWk_cold_desert,zero,2,2,joint_change,5.88235294117647,-5.882352941176471,20.588235294117645
warm_season,both_inclusive,fixed,BWk_cold_desert,zero,2,2,dry_marginal,-8.910034602076127,-18.166089965397923,0.8650519031141862
warm_season,both_inclusive,fixed,BWk_cold_desert,zero,2,2,hot_marginal,5.96885813148789,-3.4602076124567467,17.13235294117649
warm_season,both_inclusive,fixed,BWk_cold_desert,zero,2,2,excess_joint,8.823529411764707,1.3840830449826989,15.406574394463702
warm_season,both_inclusive,fixed,BSh_hot_steppe,all,8,5,joint_change,29.411764705882355,13.970588235294116,44.85294117647058
warm_season,both_inclusive,fixed,BSh_hot_steppe,all,8,5,dry_marginal,-0.6487889273356395,-8.154195501730104,7.8935986159169556
warm_season,both_inclusive,fixed,BSh_hot_steppe,all,8,5,hot_marginal,27.897923875432525,13.708910034602075,42.43295847750865
warm_season,both_inclusive,fixed,BSh_hot_steppe,all,8,5,excess_joint,2.1626297577854694,-4.325259515570934,8.693771626297579
warm_season,both_inclusive,fixed,BSh_hot_steppe,positive,3,0,joint_change,13.72549019607843,-3.9215686274509802,29.411764705882348
warm_season,both_inclusive,fixed,BSh_hot_steppe,positive,3,0,dry_marginal,0.7497116493656296,-11.534025374855824,11.075547866205316
warm_season,both_inclusive,fixed,BSh_hot_steppe,positive,3,0,hot_marginal,15.282583621683964,7.497116493656286,22.549019607843135
warm_season,both_inclusive,fixed,BSh_hot_steppe,positive,3,0,excess_joint,-2.3068050749711646,-7.497116493656288,4.613610149942333
warm_season,both_inclusive,fixed,BSh_hot_steppe,zero,5,5,joint_change,38.8235294117647,17.647058823529413,58.82352941176471
warm_season,both_inclusive,fixed,BSh_hot_steppe,zero,5,5,dry_marginal,-1.487889273356401,-11.801038062283737,10.65743944636678
warm_season,both_inclusive,fixed,BSh_hot_steppe,zero,5,5,hot_marginal,35.46712802768165,14.600346020761247,56.92214532871973
warm_season,both_inclusive,fixed,BSh_hot_steppe,zero,5,5,excess_joint,4.8442906574394495,-4.2906574394463615,13.287197231833911
warm_season,both_inclusive,fixed,BSk_cold_steppe,all,33,3,joint_change,14.081996434937606,3.030303030303031,25.66844919786095
warm_season,both_inclusive,fixed,BSk_cold_steppe,all,33,3,dry_marginal,-0.09436929852154763,-6.354723707664883,6.438869665513267
warm_season,both_inclusive,fixed,BSk_cold_steppe,all,33,3,hot_marginal,14.438502673796792,8.613033448673585,21.019450560973056
warm_season,both_inclusive,fixed,BSk_cold_steppe,all,33,3,excess_joint,-0.2621369403376323,-3.964034811785676,3.5336059557512858
warm_season,both_inclusive,fixed,BSk_cold_steppe,positive,30,0,joint_change,14.117647058823525,2.3529411764705874,26.666666666666654
warm_season,both_inclusive,fixed,BSk_cold_steppe,positive,30,0,dry_marginal,0.19031141868512125,-6.1882929642445195,7.2205882352941195
warm_season,both_inclusive,fixed,BSk_cold_steppe,positive,30,0,hot_marginal,14.054209919261824,7.664071510957323,21.304209919261826
warm_season,both_inclusive,fixed,BSk_cold_steppe,positive,30,0,excess_joint,-0.1268742791234139,-4.117647058823528,3.8062283737024223
warm_season,both_inclusive,fixed,BSk_cold_steppe,zero,3,3,joint_change,13.72549019607843,-3.921568627450979,29.41176470588235
warm_season,both_inclusive,fixed,BSk_cold_steppe,zero,3,3,dry_marginal,-2.941176470588237,-16.897347174163784,8.996539792387544
warm_season,both_inclusive,fixed,BSk_cold_steppe,zero,3,3,hot_marginal,18.281430219146483,12.975778546712803,23.414071510957317
warm_season,both_inclusive,fixed,BSk_cold_steppe,zero,3,3,excess_joint,-1.6147635524798156,-6.805074971164935,4.036908881199539
warm_season,both_inclusive,fixed,C_temperate,all,15,1,joint_change,21.176470588235297,9.411764705882351,32.549019607843135
warm_season,both_inclusive,fixed,C_temperate,all,15,1,dry_marginal,4.717416378316032,-5.686274509803921,14.855824682814303
warm_season,both_inclusive,fixed,C_temperate,all,15,1,hot_marginal,16.528258362168394,8.46482122260669,24.891003460207617
warm_season,both_inclusive,fixed,C_temperate,all,15,1,excess_joint,-0.06920415224913383,-5.098039215686272,4.613610149942331
warm_season,both_inclusive,fixed,C_temperate,positive,14,0,joint_change,21.428571428571427,9.663865546218487,32.35294117647059
warm_season,both_inclusive,fixed,C_temperate,positive,14,0,dry_marginal,5.0543746910528915,-4.993821057834899,14.904226396440931
warm_season,both_inclusive,fixed,C_temperate,positive,14,0,hot_marginal,16.596638655462183,8.452174987642113,24.98887790410283
warm_season,both_inclusive,fixed,C_temperate,positive,14,0,excess_joint,-0.22244191794364696,-5.066732575383094,4.3252595155709335
warm_season,both_inclusive,fixed,C_temperate,zero,1,1,joint_change,17.64705882352941,-5.88235294117647,41.17647058823529
warm_season,both_inclusive,fixed,C_temperate,zero,1,1,dry_marginal,0.0,-18.685121107266436,17.673010380622934
warm_season,both_inclusive,fixed,C_temperate,zero,1,1,hot_marginal,15.570934256055361,4.325259515570934,29.411764705882348
warm_season,both_inclusive,fixed,C_temperate,zero,1,1,excess_joint,2.0761245674740496,-11.76470588235294,15.24221453287204
warm_season,both_inclusive,fixed,Dsa_cold_dry_summer,all,8,0,joint_change,19.852941176470583,3.6764705882352935,36.02941176470588
warm_season,both_inclusive,fixed,Dsa_cold_dry_summer,all,8,0,dry_marginal,1.470588235294117,-9.259299307958477,11.89446366782007
warm_season,both_inclusive,fixed,Dsa_cold_dry_summer,all,8,0,hot_marginal,17.214532871972317,9.45069204152249,25.43252595155709
warm_season,both_inclusive,fixed,Dsa_cold_dry_summer,all,8,0,excess_joint,1.1678200692041532,-4.2387543252595155,6.444636678200691
warm_season,both_inclusive,fixed,Dsa_cold_dry_summer,positive,8,0,joint_change,19.852941176470583,3.6764705882352935,36.02941176470588
warm_season,both_inclusive,fixed,Dsa_cold_dry_summer,positive,8,0,dry_marginal,1.470588235294117,-9.259299307958477,11.89446366782007
warm_season,both_inclusive,fixed,Dsa_cold_dry_summer,positive,8,0,hot_marginal,17.214532871972317,9.45069204152249,25.43252595155709
warm_season,both_inclusive,fixed,Dsa_cold_dry_summer,positive,8,0,excess_joint,1.1678200692041532,-4.2387543252595155,6.444636678200691
warm_season,strict,refitted,All,all,103,28,joint_change,12.84980011422045,7.195888063963445,27.18446601941748
warm_season,strict,refitted,All,all,103,28,dry_marginal,2.885745960291598,0.5307051432794708,10.42933449793395
warm_season,strict,refitted,All,all,103,28,hot_marginal,9.90694393119898,5.791228541673667,16.28892733564014
warm_season,strict,refitted,All,all,103,28,excess_joint,0.05711022272986892,-1.7872140289582412,2.3652030772331787
warm_season,strict,refitted,All,positive,75,0,joint_change,17.647058823529417,9.725490196078427,33.803921568627445
warm_season,strict,refitted,All,positive,75,0,dry_marginal,3.9630911188004614,0.731141868512111,12.900115340253752
warm_season,strict,refitted,All,positive,75,0,hot_marginal,13.60553633217993,7.742560553633217,20.641753171856976
warm_season,strict,refitted,All,positive,75,0,excess_joint,0.07843137254901998,-2.2791234140715106,3.1054209919261853
warm_season,strict,refitted,All,zero,28,28,joint_change,0.0,-0.21008403361344535,11.554621848739496
warm_season,strict,refitted,All,zero,28,28,dry_marginal,0.0,-0.2347998022738507,4.807834898665351
warm_season,strict,refitted,All,zero,28,28,hot_marginal,0.0,0.0,6.562036579337616
warm_season,strict,refitted,All,zero,28,28,excess_joint,0.0,-1.2357884330202669,0.7785467128027682
warm_season,strict,refitted,BWh_hot_desert,all,26,17,joint_change,5.203619909502262,2.7149321266968323,14.027149321266968
warm_season,strict,refitted,BWh_hot_desert,all,26,17,dry_marginal,1.869842959808358,-0.02661698163428262,5.792520628160778
warm_season,strict,refitted,BWh_hot_desert,all,26,17,hot_marginal,3.8528080915624163,2.422145328719724,8.450891668884749
warm_season,strict,refitted,BWh_hot_desert,all,26,17,excess_joint,-0.5190311418685123,-1.9164226776683522,1.384083044982699
warm_season,strict,refitted,BWh_hot_desert,positive,9,0,joint_change,15.03267973856209,7.189542483660132,27.450980392156865
warm_season,strict,refitted,BWh_hot_desert,positive,9,0,dry_marginal,5.401768550557478,-0.03844675124951894,11.746443675509425
warm_season,strict,refitted,BWh_hot_desert,positive,9,0,hot_marginal,11.130334486735869,6.247597078046905,17.301038062283734
warm_season,strict,refitted,BWh_hot_desert,positive,9,0,excess_joint,-1.4994232987312577,-4.5751633986928075,4.306036139946174
warm_season,strict,refitted,BWh_hot_desert,zero,17,17,joint_change,0.0,-0.6920415224913494,9.342560553633218
warm_season,strict,refitted,BWh_hot_desert,zero,17,17,dry_marginal,0.0,-0.34602076124567466,3.86729086098107
warm_season,strict,refitted,BWh_hot_desert,zero,17,17,hot_marginal,0.0,0.0,5.33329940972929
warm_season,strict,refitted,BWh_hot_desert,zero,17,17,excess_joint,0.0,-1.791166293507022,0.8548748219010793
warm_season,strict,refitted,BWk_cold_desert,all,13,2,joint_change,9.502262443438914,2.692307692307693,23.52941176470588
warm_season,strict,refitted,BWk_cold_desert,all,13,2,dry_marginal,1.0646792653713069,-2.1825924940111787,8.025685387277086
warm_season,strict,refitted,BWk_cold_desert,all,13,2,hot_marginal,8.544051104604735,4.072398190045248,14.57279744476976
warm_season,strict,refitted,BWk_cold_desert,all,13,2,excess_joint,-0.10646792653712941,-2.476710141070003,4.338568006388076
warm_season,strict,refitted,BWk_cold_desert,positive,11,0,joint_change,11.229946524064172,2.6737967914438503,27.807486631016037
warm_season,strict,refitted,BWk_cold_desert,positive,11,0,dry_marginal,1.2582573136206354,-2.5479710600817866,9.4691726958163
warm_season,strict,refitted,BWk_cold_desert,positive,11,0,hot_marginal,10.097514941805597,4.781377791758414,16.986473733878572
warm_season,strict,refitted,BWk_cold_desert,positive,11,0,excess_joint,-0.12582573136206204,-2.989933941491035,4.938659955960993
warm_season,strict,refitted,BWk_cold_desert,zero,2,2,joint_change,0.0,0.0,11.76470588235294
warm_season,strict,refitted,BWk_cold_desert,zero,2,2,dry_marginal,0.0,-2.4221453287197234,1.9031141868512114
warm_season,strict,refitted,BWk_cold_desert,zero,2,2,hot_marginal,0.0,0.0,5.4498269896193765
warm_season,strict,refitted,BWk_cold_desert,zero,2,2,excess_joint,0.0,0.0,5.363321799307959
warm_season,strict,refitted,BSh_hot_steppe,all,8,5,joint_change,5.882352941176471,2.2058823529411766,16.91176470588235
warm_season,strict,refitted,BSh_hot_steppe,all,8,5,dry_marginal,1.081314878892734,-0.4552335640138407,7.742214532871971
warm_season,strict,refitted,BSh_hot_steppe,all,8,5,hot_marginal,5.060553633217992,2.508650519031142,10.339532871972326
warm_season,strict,refitted,BSh_hot_steppe,all,8,5,excess_joint,-0.2595155709342557,-2.7703287197231834,2.2923875432525955
warm_season,strict,refitted,BSh_hot_steppe,positive,3,0,joint_change,15.686274509803923,5.882352941176471,39.2156862745098
warm_season,strict,refitted,BSh_hot_steppe,positive,3,0,dry_marginal,2.8835063437139574,-1.2687427912341405,17.4769319492503
warm_season,strict,refitted,BSh_hot_steppe,positive,3,0,hot_marginal,13.494809688581313,6.6897347174163775,23.35928489042677
warm_season,strict,refitted,BSh_hot_steppe,positive,3,0,excess_joint,-0.6920415224913485,-6.695501730103807,5.997693194925031
warm_season,strict,refitted,BSh_hot_steppe,zero,5,5,joint_change,0.0,0.0,8.235294117647058
warm_season,strict,refitted,BSh_hot_steppe,zero,5,5,dry_marginal,0.0,0.0,4.162629757785506
warm_season,strict,refitted,BSh_hot_steppe,zero,5,5,hot_marginal,0.0,0.0,4.982698961937716
warm_season,strict,refitted,BSh_hot_steppe,zero,5,5,excess_joint,0.0,-1.6608996539792382,0.0
warm_season,strict,refitted,BSk_cold_steppe,all,33,3,joint_change,16.221033868092693,7.1301247771836005,34.22459893048128
warm_season,strict,refitted,BSk_cold_steppe,all,33,3,dry_marginal,2.7786515675789047,-0.6291286568103177,12.90762294222502
warm_season,strict,refitted,BSk_cold_steppe,all,33,3,hot_marginal,12.45674740484429,7.3028730208661,20.95548914753067
warm_season,strict,refitted,BSk_cold_steppe,all,33,3,excess_joint,0.9856348956694976,-3.5451399811261397,3.827723602810112
warm_season,strict,refitted,BSk_cold_steppe,positive,30,0,joint_change,17.843137254901965,7.6470588235294095,34.50980392156862
warm_season,strict,refitted,BSk_cold_steppe,positive,30,0,dry_marginal,3.056516724336795,-0.7502883506343714,12.970011534025373
warm_season,strict,refitted,BSk_cold_steppe,positive,30,0,hot_marginal,13.702422145328718,7.7909457900807375,21.587081891580162
warm_season,strict,refitted,BSk_cold_steppe,positive,30,0,excess_joint,1.0841983852364474,-3.9446366782006907,4.325259515570935
warm_season,strict,refitted,BSk_cold_steppe,zero,3,3,joint_change,0.0,0.0,39.21568627450981
warm_season,strict,refitted,BSk_cold_steppe,zero,3,3,dry_marginal,0.0,-1.2110726643598613,17.762399077277966
warm_season,strict,refitted,BSk_cold_steppe,zero,3,3,hot_marginal,0.0,0.0,24.04844290657439
warm_season,strict,refitted,BSk_cold_steppe,zero,3,3,excess_joint,0.0,-4.728950403690888,2.9988465974625136
warm_season,strict,refitted,C_temperate,all,15,1,joint_change,20.78431372549019,6.2745098039215685,44.70588235294119
warm_season,strict,refitted,C_temperate,all,15,1,dry_marginal,6.320645905420991,0.8754325259515572,19.63148788927336
warm_season,strict,refitted,C_temperate,all,15,1,hot_marginal,14.74048442906574,5.7324106113033455,25.86043829296425
warm_season,strict,refitted,C_temperate,all,15,1,excess_joint,-0.2768166089965387,-4.590542099192619,4.9365628604382925
warm_season,strict,refitted,C_temperate,positive,14,0,joint_change,22.268907563025206,6.722689075630251,44.95798319327731
warm_season,strict,refitted,C_temperate,positive,14,0,dry_marginal,6.7721206129510625,0.9379634206623827,19.797330696984677
warm_season,strict,refitted,C_temperate,positive,14,0,hot_marginal,15.793376173999008,6.141868512110727,25.964532871972324
warm_season,strict,refitted,C_temperate,positive,14,0,excess_joint,-0.2965892239248629,-4.746663371230845,4.845526445872472
warm_season,strict,refitted,C_temperate,zero,1,1,joint_change,0.0,0.0,52.94117647058824
warm_season,strict,refitted,C_temperate,zero,1,1,dry_marginal,0.0,-2.422145328719723,20.761245674740486
warm_season,strict,refitted,C_temperate,zero,1,1,hot_marginal,0.0,0.0,28.572664359861687
warm_season,strict,refitted,C_temperate,zero,1,1,excess_joint,0.0,-10.034602076124571,11.764705882352942
warm_season,strict,refitted,Dsa_cold_dry_summer,all,8,0,joint_change,21.323529411764703,10.294117647058822,45.588235294117645
warm_season,strict,refitted,Dsa_cold_dry_summer,all,8,0,dry_marginal,4.95242214532872,-0.6055363321799301,18.620242214532873
warm_season,strict,refitted,Dsa_cold_dry_summer,all,8,0,hot_marginal,17.063148788927332,8.347750865051902,26.708477508650514
warm_season,strict,refitted,Dsa_cold_dry_summer,all,8,0,excess_joint,-0.6920415224913491,-4.065743944636678,5.666089965397923
warm_season,strict,refitted,Dsa_cold_dry_summer,positive,8,0,joint_change,21.323529411764703,10.294117647058822,45.588235294117645
warm_season,strict,refitted,Dsa_cold_dry_summer,positive,8,0,dry_marginal,4.95242214532872,-0.6055363321799301,18.620242214532873
warm_season,strict,refitted,Dsa_cold_dry_summer,positive,8,0,hot_marginal,17.063148788927332,8.347750865051902,26.708477508650514
warm_season,strict,refitted,Dsa_cold_dry_summer,positive,8,0,excess_joint,-0.6920415224913491,-4.065743944636678,5.666089965397923
warm_season,dry_inclusive_only,refitted,All,all,103,28,joint_change,19.645916619074818,11.25071387778412,34.32609937178757
warm_season,dry_inclusive_only,refitted,All,all,103,28,dry_marginal,0.3073873752813517,-5.5876473947660115,6.442117109550849
warm_season,dry_inclusive_only,refitted,All,all,103,28,hot_marginal,19.167198575603855,14.79037188833271,28.52999966405752
warm_season,dry_inclusive_only,refitted,All,all,103,28,excess_joint,0.171330668189607,-2.6877078644136128,2.9164846978197376
warm_season,dry_inclusive_only,refitted,All,positive,75,0,joint_change,17.176470588235293,7.84313725490196,32.470588235294116
warm_season,dry_inclusive_only,refitted,All,positive,75,0,dry_marginal,1.1464821222606685,-4.733794694348328,7.215801614763552
warm_season,dry_inclusive_only,refitted,All,positive,75,0,hot_marginal,16.011534025374857,11.641407151095732,25.79331026528259
warm_season,dry_inclusive_only,refitted,All,positive,75,0,excess_joint,0.018454440599769917,-3.2525951557093404,3.1423298731257243
warm_season,dry_inclusive_only,refitted,All,zero,28,28,joint_change,26.260504201680668,18.697478991596636,41.38655462184874
warm_season,dry_inclusive_only,refitted,All,zero,28,28,dry_marginal,-1.9401878398418189,-9.18468858131488,5.221515076618885
warm_season,dry_inclusive_only,refitted,All,zero,28,28,hot_marginal,27.61987147800296,21.94729362333168,39.30517795353436
warm_season,dry_inclusive_only,refitted,All,zero,28,28,excess_joint,0.5808205635195273,-2.4468610973801264,3.583786455758774
warm_season,dry_inclusive_only,refitted,BWh_hot_desert,all,26,17,joint_change,22.62443438914027,15.158371040723981,36.425339366515836
warm_season,dry_inclusive_only,refitted,BWh_hot_desert,all,26,17,dry_marginal,0.01330849081714096,-6.536132552568538,5.703021027415493
warm_season,dry_inclusive_only,refitted,BWh_hot_desert,all,26,17,hot_marginal,23.449560819803033,18.418285866382753,34.07672344956082
warm_season,dry_inclusive_only,refitted,BWh_hot_desert,all,26,17,excess_joint,-0.8384349214799022,-3.208011711471919,1.929731168485495
warm_season,dry_inclusive_only,refitted,BWh_hot_desert,positive,9,0,joint_change,16.33986928104575,7.843137254901961,26.797385620915033
warm_season,dry_inclusive_only,refitted,BWh_hot_desert,positive,9,0,dry_marginal,2.5374855824682814,-4.786620530565167,7.594194540561327
warm_season,dry_inclusive_only,refitted,BWh_hot_desert,positive,9,0,hot_marginal,14.186851211072664,9.823144944252212,23.510188389081122
warm_season,dry_inclusive_only,refitted,BWh_hot_desert,positive,9,0,excess_joint,-0.3844675124951938,-4.844290657439445,4.730872741253372
warm_season,dry_inclusive_only,refitted,BWh_hot_desert,zero,17,17,joint_change,25.951557093425606,17.301038062283737,42.560553633217985
warm_season,dry_inclusive_only,refitted,BWh_hot_desert,zero,17,17,dry_marginal,-1.3230205577040508,-8.276002442499493,5.53938530429474
warm_season,dry_inclusive_only,refitted,BWh_hot_desert,zero,17,17,hot_marginal,28.353348259719105,21.543354365967843,41.55353144718095
warm_season,dry_inclusive_only,refitted,BWh_hot_desert,zero,17,17,excess_joint,-1.0787706085894542,-3.9894158355383658,2.4424994911459423
warm_season,dry_inclusive_only,refitted,BWk_cold_desert,all,13,2,joint_change,9.95475113122172,-0.4524886877828053,24.43438914027149
warm_season,dry_inclusive_only,refitted,BWk_cold_desert,all,13,2,dry_marginal,-3.007718924673942,-8.704418418951292,2.7282406175139737
