definition,rule,threshold_mode,climate_regime,stratum,n_stations,n_zero,component,estimate_pp,ci_low_pp,ci_high_pp
annual,dry_inclusive_only,refitted,All,positive,104,0,joint_change,18.665158371040725,5.99547511312217,38.348416289592755
annual,dry_inclusive_only,refitted,All,positive,104,0,dry_marginal,5.712669683257918,0.02478706414692521,13.173742347617774
annual,dry_inclusive_only,refitted,All,positive,104,0,hot_marginal,13.568006388075597,7.364336571732764,26.87000931594358
annual,dry_inclusive_only,refitted,All,positive,104,0,excess_joint,-0.6155177002927859,-4.708544051104602,2.7881288261911115
annual,dry_inclusive_only,refitted,BWh_hot_desert,all,28,0,joint_change,18.907563025210077,8.823529411764708,36.974789915966376
annual,dry_inclusive_only,refitted,BWh_hot_desert,all,28,0,dry_marginal,4.918437963420662,-0.9395081562036585,12.821613939693524
annual,dry_inclusive_only,refitted,BWh_hot_desert,all,28,0,hot_marginal,13.803756796836382,8.66905585763717,27.34830696984676
annual,dry_inclusive_only,refitted,BWh_hot_desert,all,28,0,excess_joint,0.18536826495304212,-4.091077607513593,3.5096391497775583
annual,dry_inclusive_only,refitted,BWh_hot_desert,positive,28,0,joint_change,18.907563025210077,8.823529411764708,36.974789915966376
annual,dry_inclusive_only,refitted,BWh_hot_desert,positive,28,0,dry_marginal,4.918437963420662,-0.9395081562036585,12.821613939693524
annual,dry_inclusive_only,refitted,BWh_hot_desert,positive,28,0,hot_marginal,13.803756796836382,8.66905585763717,27.34830696984676
annual,dry_inclusive_only,refitted,BWh_hot_desert,positive,28,0,excess_joint,0.18536826495304212,-4.091077607513593,3.5096391497775583
annual,dry_inclusive_only,refitted,BWk_cold_desert,all,12,0,joint_change,21.568627450980397,3.4313725490196068,45.588235294117645
annual,dry_inclusive_only,refitted,BWk_cold_desert,all,12,0,dry_marginal,7.972895040369089,0.38927335640138444,17.474769319492502
annual,dry_inclusive_only,refitted,BWk_cold_desert,all,12,0,hot_marginal,12.182814302191467,5.3633217993079585,28.548154555940027
annual,dry_inclusive_only,refitted,BWk_cold_desert,all,12,0,excess_joint,1.4129181084198386,-6.343713956170703,7.786908881199547
annual,dry_inclusive_only,refitted,BWk_cold_desert,positive,12,0,joint_change,21.568627450980397,3.4313725490196068,45.588235294117645
annual,dry_inclusive_only,refitted,BWk_cold_desert,positive,12,0,dry_marginal,7.972895040369089,0.38927335640138444,17.474769319492502
annual,dry_inclusive_only,refitted,BWk_cold_desert,positive,12,0,hot_marginal,12.182814302191467,5.3633217993079585,28.548154555940027
annual,dry_inclusive_only,refitted,BWk_cold_desert,positive,12,0,excess_joint,1.4129181084198386,-6.343713956170703,7.786908881199547
annual,dry_inclusive_only,refitted,BSh_hot_steppe,all,7,0,joint_change,33.61344537815126,15.96638655462185,57.142857142857146
annual,dry_inclusive_only,refitted,BSh_hot_steppe,all,7,0,dry_marginal,13.494809688581315,4.794859120118637,22.96218487394958
annual,dry_inclusive_only,refitted,BSh_hot_steppe,all,7,0,hot_marginal,20.415224913494807,10.306475531389026,36.20983687592684
annual,dry_inclusive_only,refitted,BSh_hot_steppe,all,7,0,excess_joint,-0.29658922392486364,-7.217004448838355,5.489372219476035
annual,dry_inclusive_only,refitted,BSh_hot_steppe,positive,7,0,joint_change,33.61344537815126,15.96638655462185,57.142857142857146
annual,dry_inclusive_only,refitted,BSh_hot_steppe,positive,7,0,dry_marginal,13.494809688581315,4.794859120118637,22.96218487394958
annual,dry_inclusive_only,refitted,BSh_hot_steppe,positive,7,0,hot_marginal,20.415224913494807,10.306475531389026,36.20983687592684
annual,dry_inclusive_only,refitted,BSh_hot_steppe,positive,7,0,excess_joint,-0.29658922392486364,-7.217004448838355,5.489372219476035
annual,dry_inclusive_only,refitted,BSk_cold_steppe,all,33,0,joint_change,15.686274509803921,0.35650623885917865,40.29411764705886
annual,dry_inclusive_only,refitted,BSk_cold_steppe,all,33,0,dry_marginal,5.258467023172906,-1.2587815875013102,14.815979867882977
annual,dry_inclusive_only,refitted,BSk_cold_steppe,all,33,0,hot_marginal,11.979658173429799,5.221767851525637,27.011376743210665
annual,dry_inclusive_only,refitted,BSk_cold_steppe,all,33,0,excess_joint,-1.5518506867987834,-8.042885603439238,3.943063856558671
annual,dry_inclusive_only,refitted,BSk_cold_steppe,positive,33,0,joint_change,15.686274509803921,0.35650623885917865,40.29411764705886
annual,dry_inclusive_only,refitted,BSk_cold_steppe,positive,33,0,dry_marginal,5.258467023172906,-1.2587815875013102,14.815979867882977
annual,dry_inclusive_only,refitted,BSk_cold_steppe,positive,33,0,hot_marginal,11.979658173429799,5.221767851525637,27.011376743210665
annual,dry_inclusive_only,refitted,BSk_cold_steppe,positive,33,0,excess_joint,-1.5518506867987834,-8.042885603439238,3.943063856558671
annual,dry_inclusive_only,refitted,C_temperate,all,15,0,joint_change,14.509803921568627,2.352941176470588,32.15686274509804
annual,dry_inclusive_only,refitted,C_temperate,all,15,0,dry_marginal,2.745098039215686,-3.1372549019607843,10.426758938869662
annual,dry_inclusive_only,refitted,C_temperate,all,15,0,hot_marginal,13.840830449826989,6.966551326412918,26.08016147635525
annual,dry_inclusive_only,refitted,C_temperate,all,15,0,excess_joint,-2.0761245674740483,-7.775086505190311,3.6908881199538635
annual,dry_inclusive_only,refitted,C_temperate,positive,15,0,joint_change,14.509803921568627,2.352941176470588,32.15686274509804
annual,dry_inclusive_only,refitted,C_temperate,positive,15,0,dry_marginal,2.745098039215686,-3.1372549019607843,10.426758938869662
annual,dry_inclusive_only,refitted,C_temperate,positive,15,0,hot_marginal,13.840830449826989,6.966551326412918,26.08016147635525
annual,dry_inclusive_only,refitted,C_temperate,positive,15,0,excess_joint,-2.0761245674740483,-7.775086505190311,3.6908881199538635
annual,dry_inclusive_only,refitted,Dsa_cold_dry_summer,all,9,0,joint_change,20.261437908496728,2.6143790849673203,50.98039215686274
annual,dry_inclusive_only,refitted,Dsa_cold_dry_summer,all,9,0,dry_marginal,5.728565936178393,-3.3083429450211472,18.37754709727028
annual,dry_inclusive_only,refitted,Dsa_cold_dry_summer,all,9,0,hot_marginal,14.725105728565934,5.881391772395231,31.27643214148404
annual,dry_inclusive_only,refitted,Dsa_cold_dry_summer,all,9,0,excess_joint,-0.19223375624759592,-7.0742022299115686,6.382160707420229
annual,dry_inclusive_only,refitted,Dsa_cold_dry_summer,positive,9,0,joint_change,20.261437908496728,2.6143790849673203,50.98039215686274
annual,dry_inclusive_only,refitted,Dsa_cold_dry_summer,positive,9,0,dry_marginal,5.728565936178393,-3.3083429450211472,18.37754709727028
annual,dry_inclusive_only,refitted,Dsa_cold_dry_summer,positive,9,0,hot_marginal,14.725105728565934,5.881391772395231,31.27643214148404
annual,dry_inclusive_only,refitted,Dsa_cold_dry_summer,positive,9,0,excess_joint,-0.19223375624759592,-7.0742022299115686,6.382160707420229
annual,both_inclusive,refitted,All,all,104,0,joint_change,16.346153846153854,0.6193438914027145,33.37104072398189
annual,both_inclusive,refitted,All,all,104,0,dry_marginal,6.088634548842162,-0.056644264040458435,14.555662762842697
annual,both_inclusive,refitted,All,all,104,0,hot_marginal,11.461937716262977,3.223482832046846,21.732765504391804
annual,both_inclusive,refitted,All,all,104,0,excess_joint,-1.2044184189512903,-5.895827788128828,2.016402714932129
annual,both_inclusive,refitted,All,positive,104,0,joint_change,16.346153846153854,0.6193438914027145,33.37104072398189
annual,both_inclusive,refitted,All,positive,104,0,dry_marginal,6.088634548842162,-0.056644264040458435,14.555662762842697
annual,both_inclusive,refitted,All,positive,104,0,hot_marginal,11.461937716262977,3.223482832046846,21.732765504391804
annual,both_inclusive,refitted,All,positive,104,0,excess_joint,-1.2044184189512903,-5.895827788128828,2.016402714932129
annual,both_inclusive,refitted,BWh_hot_desert,all,28,0,joint_change,16.59663865546218,3.5609243697478967,31.09243697478991
annual,both_inclusive,refitted,BWh_hot_desert,all,28,0,dry_marginal,5.221206129510625,-1.3105536332179935,14.391374196737523
annual,both_inclusive,refitted,BWh_hot_desert,all,28,0,hot_marginal,11.77088482451804,4.720711814137419,21.558329214038558
annual,both_inclusive,refitted,BWh_hot_desert,all,28,0,excess_joint,-0.3954522985664831,-6.908057340583291,2.397429560059318
annual,both_inclusive,refitted,BWh_hot_desert,positive,28,0,joint_change,16.59663865546218,3.5609243697478967,31.09243697478991
annual,both_inclusive,refitted,BWh_hot_desert,positive,28,0,dry_marginal,5.221206129510625,-1.3105536332179935,14.391374196737523
annual,both_inclusive,refitted,BWh_hot_desert,positive,28,0,hot_marginal,11.77088482451804,4.720711814137419,21.558329214038558
annual,both_inclusive,refitted,BWh_hot_desert,positive,28,0,excess_joint,-0.3954522985664831,-6.908057340583291,2.397429560059318
annual,both_inclusive,refitted,BWk_cold_desert,all,12,0,joint_change,19.11764705882353,-0.49019607843137186,40.19607843137255
annual,both_inclusive,refitted,BWk_cold_desert,all,12,0,dry_marginal,8.564013840830448,0.5046136101499418,19.176038062283734
annual,both_inclusive,refitted,BWk_cold_desert,all,12,0,hot_marginal,9.86159169550173,1.3689446366782003,22.952710495963085
annual,both_inclusive,refitted,BWk_cold_desert,all,12,0,excess_joint,0.6920415224913494,-6.893021914648212,7.469723183391013
annual,both_inclusive,refitted,BWk_cold_desert,positive,12,0,joint_change,19.11764705882353,-0.49019607843137186,40.19607843137255
annual,both_inclusive,refitted,BWk_cold_desert,positive,12,0,dry_marginal,8.564013840830448,0.5046136101499418,19.176038062283734
annual,both_inclusive,refitted,BWk_cold_desert,positive,12,0,hot_marginal,9.86159169550173,1.3689446366782003,22.952710495963085
annual,both_inclusive,refitted,BWk_cold_desert,positive,12,0,excess_joint,0.6920415224913494,-6.893021914648212,7.469723183391013
annual,both_inclusive,refitted,BSh_hot_steppe,all,7,0,joint_change,30.252100840336137,11.764705882352942,53.78151260504201
annual,both_inclusive,refitted,BSh_hot_steppe,all,7,0,dry_marginal,14.359861591695502,5.684626791893227,25.064260998517064
annual,both_inclusive,refitted,BSh_hot_steppe,all,7,0,hot_marginal,17.820069204152244,3.1141868512110733,30.648788927335644
annual,both_inclusive,refitted,BSh_hot_steppe,all,7,0,excess_joint,-1.9278299555116158,-8.84824518042511,6.376668314384578
annual,both_inclusive,refitted,BSh_hot_steppe,positive,7,0,joint_change,30.252100840336137,11.764705882352942,53.78151260504201
annual,both_inclusive,refitted,BSh_hot_steppe,positive,7,0,dry_marginal,14.359861591695502,5.684626791893227,25.064260998517064
annual,both_inclusive,refitted,BSh_hot_steppe,positive,7,0,hot_marginal,17.820069204152244,3.1141868512110733,30.648788927335644
annual,both_inclusive,refitted,BSh_hot_steppe,positive,7,0,excess_joint,-1.9278299555116158,-8.84824518042511,6.376668314384578
annual,both_inclusive,refitted,BSk_cold_steppe,all,33,0,joint_change,14.260249554367203,-4.991087344028516,35.82887700534759
annual,both_inclusive,refitted,BSk_cold_steppe,all,33,0,dry_marginal,5.60448778441858,-1.6899968543567163,16.32090804236133
annual,both_inclusive,refitted,BSk_cold_steppe,all,33,0,hot_marginal,9.90353360595575,1.3578693509489352,21.72590961518297
annual,both_inclusive,refitted,BSk_cold_steppe,all,33,0,excess_joint,-1.2477718360071295,-9.112404320016775,3.3029254482541677
annual,both_inclusive,refitted,BSk_cold_steppe,positive,33,0,joint_change,14.260249554367203,-4.991087344028516,35.82887700534759
annual,both_inclusive,refitted,BSk_cold_steppe,positive,33,0,dry_marginal,5.60448778441858,-1.6899968543567163,16.32090804236133
annual,both_inclusive,refitted,BSk_cold_steppe,positive,33,0,hot_marginal,9.90353360595575,1.3578693509489352,21.72590961518297
annual,both_inclusive,refitted,BSk_cold_steppe,positive,33,0,excess_joint,-1.2477718360071295,-9.112404320016775,3.3029254482541677
annual,both_inclusive,refitted,C_temperate,all,15,0,joint_change,11.76470588235294,-3.1372549019607834,28.25490196078439
annual,both_inclusive,refitted,C_temperate,all,15,0,dry_marginal,2.92964244521338,-3.621683967704729,11.719146482122262
annual,both_inclusive,refitted,C_temperate,all,15,0,hot_marginal,11.926182237600921,3.114186851211073,21.314878892733564
annual,both_inclusive,refitted,C_temperate,all,15,0,excess_joint,-3.091118800461361,-8.304498269896191,3.0449826989619386
annual,both_inclusive,refitted,C_temperate,positive,15,0,joint_change,11.76470588235294,-3.1372549019607834,28.25490196078439
annual,both_inclusive,refitted,C_temperate,positive,15,0,dry_marginal,2.92964244521338,-3.621683967704729,11.719146482122262
annual,both_inclusive,refitted,C_temperate,positive,15,0,hot_marginal,11.926182237600921,3.114186851211073,21.314878892733564
annual,both_inclusive,refitted,C_temperate,positive,15,0,excess_joint,-3.091118800461361,-8.304498269896191,3.0449826989619386
annual,both_inclusive,refitted,Dsa_cold_dry_summer,all,9,0,joint_change,16.33986928104575,-8.496732026143793,47.71241830065358
annual,both_inclusive,refitted,Dsa_cold_dry_summer,all,9,0,dry_marginal,6.093810073048828,-3.9407920030757393,20.47289504036909
annual,both_inclusive,refitted,Dsa_cold_dry_summer,all,9,0,hot_marginal,12.629757785467127,1.9790465205690122,25.817954632833526
annual,both_inclusive,refitted,Dsa_cold_dry_summer,all,9,0,excess_joint,-2.3836985774702035,-9.68858131487889,6.3437139561707045
annual,both_inclusive,refitted,Dsa_cold_dry_summer,positive,9,0,joint_change,16.33986928104575,-8.496732026143793,47.71241830065358
annual,both_inclusive,refitted,Dsa_cold_dry_summer,positive,9,0,dry_marginal,6.093810073048828,-3.9407920030757393,20.47289504036909
annual,both_inclusive,refitted,Dsa_cold_dry_summer,positive,9,0,hot_marginal,12.629757785467127,1.9790465205690122,25.817954632833526
annual,both_inclusive,refitted,Dsa_cold_dry_summer,positive,9,0,excess_joint,-2.3836985774702035,-9.68858131487889,6.3437139561707045
warm_season,strict,fixed,All,all,103,28,joint_change,12.84980011422045,6.1679040548258115,19.588806396344953
warm_season,strict,fixed,All,all,103,28,dry_marginal,2.885745960291598,-0.9996808546376865,6.867420297645048
warm_season,strict,fixed,All,all,103,28,hot_marginal,9.90694393119898,6.254997144488864,13.635905532972755
warm_season,strict,fixed,All,all,103,28,excess_joint,0.05711022272986892,-1.7939328786911672,2.05630396076192
warm_season,strict,fixed,All,positive,75,0,joint_change,17.647058823529417,8.470588235294114,26.901960784313736
warm_season,strict,fixed,All,positive,75,0,dry_marginal,3.9630911188004614,-1.3728950403690894,9.431257208765865
warm_season,strict,fixed,All,positive,75,0,hot_marginal,13.60553633217993,8.590196078431374,18.726643598615915
warm_season,strict,fixed,All,positive,75,0,excess_joint,0.07843137254901998,-2.463667820069203,2.823990772779703
warm_season,strict,fixed,All,zero,28,28,joint_change,0.0,0.0,0.0
warm_season,strict,fixed,All,zero,28,28,dry_marginal,0.0,0.0,0.0
warm_season,strict,fixed,All,zero,28,28,hot_marginal,0.0,0.0,0.0
warm_season,strict,fixed,All,zero,28,28,excess_joint,0.0,0.0,0.0
warm_season,strict,fixed,BWh_hot_desert,all,26,17,joint_change,5.203619909502262,1.8099547511312215,8.823529411764707
warm_season,strict,fixed,BWh_hot_desert,all,26,17,dry_marginal,1.869842959808358,-0.2665025286132551,3.8993878094224117
warm_season,strict,fixed,BWh_hot_desert,all,26,17,hot_marginal,3.8528080915624163,2.255789193505456,5.915624168219324
warm_season,strict,fixed,BWh_hot_desert,all,26,17,excess_joint,-0.5190311418685123,-1.7434122970455148,0.7053500133084909
warm_season,strict,fixed,BWh_hot_desert,positive,9,0,joint_change,15.03267973856209,5.22875816993464,25.490196078431374
warm_season,strict,fixed,BWh_hot_desert,positive,9,0,dry_marginal,5.401768550557478,-0.7698961937716258,11.264898116109189
warm_season,strict,fixed,BWh_hot_desert,positive,9,0,hot_marginal,11.130334486735869,6.516724336793541,17.08958093041138
warm_season,strict,fixed,BWh_hot_desert,positive,9,0,excess_joint,-1.4994232987312577,-5.036524413687043,2.0376778162245293
warm_season,strict,fixed,BWh_hot_desert,zero,17,17,joint_change,0.0,0.0,0.0
warm_season,strict,fixed,BWh_hot_desert,zero,17,17,dry_marginal,0.0,0.0,0.0
warm_season,strict,fixed,BWh_hot_desert,zero,17,17,hot_marginal,0.0,0.0,0.0
warm_season,strict,fixed,BWh_hot_desert,zero,17,17,excess_joint,0.0,0.0,0.0
warm_season,strict,fixed,BWk_cold_desert,all,13,2,joint_change,9.502262443438914,-0.45248868778280565,20.361990950226243
warm_season,strict,fixed,BWk_cold_desert,all,13,2,dry_marginal,1.0646792653713069,-3.407639073729039,5.908969922810754
warm_season,strict,fixed,BWk_cold_desert,all,13,2,hot_marginal,8.544051104604735,3.646526483896726,13.894729837636415
warm_season,strict,fixed,BWk_cold_desert,all,13,2,excess_joint,-0.10646792653712941,-3.699760447165291,3.8860793186052707
warm_season,strict,fixed,BWk_cold_desert,positive,11,0,joint_change,11.229946524064172,-0.5347593582887703,24.06417112299465
warm_season,strict,fixed,BWk_cold_desert,positive,11,0,dry_marginal,1.2582573136206354,-4.027209814407046,6.983328090594527
warm_season,strict,fixed,BWk_cold_desert,positive,11,0,hot_marginal,10.097514941805597,4.3095312991506765,16.421044353570306
warm_season,strict,fixed,BWk_cold_desert,positive,11,0,excess_joint,-0.12582573136206204,-4.372444164831707,4.59263919471532
warm_season,strict,fixed,BWk_cold_desert,zero,2,2,joint_change,0.0,0.0,0.0
warm_season,strict,fixed,BWk_cold_desert,zero,2,2,dry_marginal,0.0,0.0,0.0
warm_season,strict,fixed,BWk_cold_desert,zero,2,2,hot_marginal,0.0,0.0,0.0
warm_season,strict,fixed,BWk_cold_desert,zero,2,2,excess_joint,0.0,0.0,0.0
warm_season,strict,fixed,BSh_hot_steppe,all,8,5,joint_change,5.882352941176471,0.7352941176470592,10.294117647058822
warm_season,strict,fixed,BSh_hot_steppe,all,8,5,dry_marginal,1.081314878892734,-2.2923875432525955,3.9154411764705923
warm_season,strict,fixed,BSh_hot_steppe,all,8,5,hot_marginal,5.060553633217992,2.984429065743945,7.137759515570938
warm_season,strict,fixed,BSh_hot_steppe,all,8,5,excess_joint,-0.2595155709342557,-2.205882352941176,2.032871972318339
warm_season,strict,fixed,BSh_hot_steppe,positive,3,0,joint_change,15.686274509803923,1.9607843137254912,27.45098039215686
warm_season,strict,fixed,BSh_hot_steppe,positive,3,0,dry_marginal,2.8835063437139574,-6.113033448673588,10.441176470588246
warm_season,strict,fixed,BSh_hot_steppe,positive,3,0,hot_marginal,13.494809688581313,7.95847750865052,19.034025374855837
warm_season,strict,fixed,BSh_hot_steppe,positive,3,0,excess_joint,-0.6920415224913485,-5.88235294117647,5.420991926182237
warm_season,strict,fixed,BSh_hot_steppe,zero,5,5,joint_change,0.0,0.0,0.0
warm_season,strict,fixed,BSh_hot_steppe,zero,5,5,dry_marginal,0.0,0.0,0.0
warm_season,strict,fixed,BSh_hot_steppe,zero,5,5,hot_marginal,0.0,0.0,0.0
warm_season,strict,fixed,BSh_hot_steppe,zero,5,5,excess_joint,0.0,0.0,0.0
warm_season,strict,fixed,BSk_cold_steppe,all,33,3,joint_change,16.221033868092693,6.06060606060606,26.559714795008905
warm_season,strict,fixed,BSk_cold_steppe,all,33,3,dry_marginal,2.7786515675789047,-2.406679249239802,8.641606375170394
warm_season,strict,fixed,BSk_cold_steppe,all,33,3,hot_marginal,12.45674740484429,7.228688266750549,18.208818286672958
warm_season,strict,fixed,BSk_cold_steppe,all,33,3,excess_joint,0.9856348956694976,-2.443640557827408,4.026947677466712
warm_season,strict,fixed,BSk_cold_steppe,positive,30,0,joint_change,17.843137254901965,6.666666666666666,29.215686274509792
warm_season,strict,fixed,BSk_cold_steppe,positive,30,0,dry_marginal,3.056516724336795,-2.647347174163783,9.505767012687434
warm_season,strict,fixed,BSk_cold_steppe,positive,30,0,hot_marginal,13.702422145328718,7.9515570934256035,20.029700115340255
warm_season,strict,fixed,BSk_cold_steppe,positive,30,0,excess_joint,1.0841983852364474,-2.6880046136101488,4.429642445213383
warm_season,strict,fixed,BSk_cold_steppe,zero,3,3,joint_change,0.0,0.0,0.0
warm_season,strict,fixed,BSk_cold_steppe,zero,3,3,dry_marginal,0.0,0.0,0.0
warm_season,strict,fixed,BSk_cold_steppe,zero,3,3,hot_marginal,0.0,0.0,0.0
warm_season,strict,fixed,BSk_cold_steppe,zero,3,3,excess_joint,0.0,0.0,0.0
warm_season,strict,fixed,C_temperate,all,15,1,joint_change,20.78431372549019,11.764705882352938,29.411764705882344
warm_season,strict,fixed,C_temperate,all,15,1,dry_marginal,6.320645905420991,-1.7543252595155707,14.037485582468284
warm_season,strict,fixed,C_temperate,all,15,1,hot_marginal,14.74048442906574,8.511534025374855,21.246828143021922
warm_season,strict,fixed,C_temperate,all,15,1,excess_joint,-0.2768166089965387,-3.8292964244521333,3.298731257208767
warm_season,strict,fixed,C_temperate,positive,14,0,joint_change,22.268907563025206,12.60504201680672,31.512605042016798
warm_season,strict,fixed,C_temperate,positive,14,0,dry_marginal,6.7721206129510625,-1.8796342066238256,15.04016312407316
warm_season,strict,fixed,C_temperate,positive,14,0,hot_marginal,15.793376173999008,9.11950074147306,22.764458724666344
warm_season,strict,fixed,C_temperate,positive,14,0,excess_joint,-0.2965892239248629,-4.102817597627285,3.534354918437965
warm_season,strict,fixed,C_temperate,zero,1,1,joint_change,0.0,0.0,0.0
warm_season,strict,fixed,C_temperate,zero,1,1,dry_marginal,0.0,0.0,0.0
warm_season,strict,fixed,C_temperate,zero,1,1,hot_marginal,0.0,0.0,0.0
warm_season,strict,fixed,C_temperate,zero,1,1,excess_joint,0.0,0.0,0.0
warm_season,strict,fixed,Dsa_cold_dry_summer,all,8,0,joint_change,21.323529411764703,5.882352941176469,36.76470588235294
warm_season,strict,fixed,Dsa_cold_dry_summer,all,8,0,dry_marginal,4.95242214532872,-6.2078287197231825,14.96539792387543
warm_season,strict,fixed,Dsa_cold_dry_summer,all,8,0,hot_marginal,17.063148788927332,9.838884083044983,24.568555363321803
warm_season,strict,fixed,Dsa_cold_dry_summer,all,8,0,excess_joint,-0.6920415224913491,-5.322231833910035,4.803200692041531
warm_season,strict,fixed,Dsa_cold_dry_summer,positive,8,0,joint_change,21.323529411764703,5.882352941176469,36.76470588235294
warm_season,strict,fixed,Dsa_cold_dry_summer,positive,8,0,dry_marginal,4.95242214532872,-6.2078287197231825,14.96539792387543
warm_season,strict,fixed,Dsa_cold_dry_summer,positive,8,0,hot_marginal,17.063148788927332,9.838884083044983,24.568555363321803
warm_season,strict,fixed,Dsa_cold_dry_summer,positive,8,0,excess_joint,-0.6920415224913491,-5.322231833910035,4.803200692041531
warm_season,dry_inclusive_only,fixed,All,all,103,28,joint_change,19.645916619074818,9.822958309537405,29.925756710451164
warm_season,dry_inclusive_only,fixed,All,all,103,28,dry_marginal,0.3073873752813517,-5.71119024423019,6.577921859777606
warm_season,dry_inclusive_only,fixed,All,all,103,28,hot_marginal,19.167198575603855,12.489165854805657,26.423724258406953
warm_season,dry_inclusive_only,fixed,All,all,103,28,excess_joint,0.171330668189607,-2.694762656633182,3.1244330970537857
warm_season,dry_inclusive_only,fixed,All,positive,75,0,joint_change,17.176470588235293,7.137254901960782,27.372549019607856
warm_season,dry_inclusive_only,fixed,All,positive,75,0,dry_marginal,1.1464821222606685,-4.835294117647059,7.216378316032295
warm_season,dry_inclusive_only,fixed,All,positive,75,0,hot_marginal,16.011534025374857,10.20749711649366,22.108419838523634
warm_season,dry_inclusive_only,fixed,All,positive,75,0,excess_joint,0.018454440599769917,-3.022606689734716,3.1423298731257234
warm_season,dry_inclusive_only,fixed,All,zero,28,28,joint_change,26.260504201680668,15.126050420168065,38.23529411764706
warm_season,dry_inclusive_only,fixed,All,zero,28,28,dry_marginal,-1.9401878398418189,-9.003027681660903,5.388655462184875
warm_season,dry_inclusive_only,fixed,All,zero,28,28,hot_marginal,27.61987147800296,17.27508650519031,38.773788927335644
warm_season,dry_inclusive_only,fixed,All,zero,28,28,excess_joint,0.5808205635195273,-2.447478991596638,3.682649530400397
warm_season,dry_inclusive_only,fixed,BWh_hot_desert,all,26,17,joint_change,22.62443438914027,10.63348416289593,36.19909502262443
warm_season,dry_inclusive_only,fixed,BWh_hot_desert,all,26,17,dry_marginal,0.01330849081714096,-6.08896726111259,6.608663827521963
warm_season,dry_inclusive_only,fixed,BWh_hot_desert,all,26,17,hot_marginal,23.449560819803033,14.997671014107002,33.05995475113123
warm_season,dry_inclusive_only,fixed,BWh_hot_desert,all,26,17,excess_joint,-0.8384349214799022,-4.232100079850944,2.342294383816876
warm_season,dry_inclusive_only,fixed,BWh_hot_desert,positive,9,0,joint_change,16.33986928104575,5.2287581699346415,28.10457516339869
warm_season,dry_inclusive_only,fixed,BWh_hot_desert,positive,9,0,dry_marginal,2.5374855824682814,-3.594771241830065,8.920607458669746
warm_season,dry_inclusive_only,fixed,BWh_hot_desert,positive,9,0,hot_marginal,14.186851211072664,8.131487889273357,22.203960015378698
warm_season,dry_inclusive_only,fixed,BWh_hot_desert,positive,9,0,excess_joint,-0.3844675124951938,-5.2672049211841605,4.2675893886966545
warm_season,dry_inclusive_only,fixed,BWh_hot_desert,zero,17,17,joint_change,25.951557093425606,12.45674740484429,40.83044982698962
warm_season,dry_inclusive_only,fixed,BWh_hot_desert,zero,17,17,dry_marginal,-1.3230205577040508,-8.182373295338897,5.89253002238958
warm_season,dry_inclusive_only,fixed,BWh_hot_desert,zero,17,17,hot_marginal,28.353348259719105,17.718298392021172,40.20099735395889
warm_season,dry_inclusive_only,fixed,BWh_hot_desert,zero,17,17,excess_joint,-1.0787706085894542,-4.376144921636472,2.503561978424589
warm_season,dry_inclusive_only,fixed,BWk_cold_desert,all,13,2,joint_change,9.95475113122172,-1.3574660633484164,22.171945701357462
warm_season,dry_inclusive_only,fixed,BWk_cold_desert,all,13,2,dry_marginal,-3.007718924673942,-8.623902049507585,3.154112323662496
warm_season,dry_inclusive_only,fixed,BWk_cold_desert,all,13,2,hot_marginal,11.47191908437583,5.0299441043385675,18.76497205216928
warm_season,dry_inclusive_only,fixed,BWk_cold_desert,all,13,2,excess_joint,1.4905509715198304,-2.8214000532339636,6.095288794250731
warm_season,dry_inclusive_only,fixed,BWk_cold_desert,positive,11,0,joint_change,10.16042780748663,-2.1390374331550803,23.02139037433165
warm_season,dry_inclusive_only,fixed,BWk_cold_desert,positive,11,0,dry_marginal,-2.060396351053791,-7.960836741113557,4.121579112928598
warm_season,dry_inclusive_only,fixed,BWk_cold_desert,positive,11,0,hot_marginal,12.094998427178355,5.424661843346963,19.518716577540104
warm_season,dry_inclusive_only,fixed,BWk_cold_desert,positive,11,0,excess_joint,0.12582573136206462,-4.781377791758414,5.66215791129286
warm_season,dry_inclusive_only,fixed,BWk_cold_desert,zero,2,2,joint_change,8.823529411764705,-2.941176470588235,20.58823529411765
warm_season,dry_inclusive_only,fixed,BWk_cold_desert,zero,2,2,dry_marginal,-8.217993079584776,-16.435986159169552,0.8693771626297737
warm_season,dry_inclusive_only,fixed,BWk_cold_desert,zero,2,2,hot_marginal,8.044982698961938,-0.523356401384084,18.685121107266436
warm_season,dry_inclusive_only,fixed,BWk_cold_desert,zero,2,2,excess_joint,8.996539792387544,1.3754325259515567,15.7439446366782
warm_season,dry_inclusive_only,fixed,BSh_hot_steppe,all,8,5,joint_change,32.352941176470594,17.64705882352941,46.3235294117647
warm_season,dry_inclusive_only,fixed,BSh_hot_steppe,all,8,5,dry_marginal,-0.6055363321799296,-7.807093425605536,7.224264705882358
warm_season,dry_inclusive_only,fixed,BSh_hot_steppe,all,8,5,hot_marginal,31.185121107266433,18.05795847750865,44.59558823529412
warm_season,dry_inclusive_only,fixed,BSh_hot_steppe,all,8,5,excess_joint,1.7733564013840848,-4.325259515570931,8.088235294117649
warm_season,dry_inclusive_only,fixed,BSh_hot_steppe,positive,3,0,joint_change,15.686274509803921,-1.9607843137254901,31.372549019607842
