scenario,index_name,year,count,rate_pct
fixed_w5_t8_corrected,warm_days,1997,30.147569444444443,8.388485258337822
fixed_w5_t8_corrected,warm_days,1998,69.16203703703704,19.187061422303376
fixed_w5_t8_corrected,warm_days,1999,47.36284722222222,13.11015401768337
fixed_w5_t8_corrected,warm_days,2000,46.90046296296296,13.021080921968617
fixed_w5_t8_corrected,warm_days,2001,60.13773148148148,16.554290989811687
fixed_w5_t8_corrected,warm_days,2002,50.29050925925926,13.889453300293182
fixed_w5_t8_corrected,warm_days,2003,37.923032407407405,10.469425791713169
fixed_w5_t8_corrected,warm_days,2004,44.33043981481482,12.256290859913994
fixed_w5_t8_corrected,warm_days,2005,44.332754629629626,12.203242784533177
fixed_w5_t8_corrected,warm_days,2006,51.49074074074074,14.152496484415527
fixed_w5_t8_corrected,warm_days,2007,37.338541666666664,10.263104839913812
fixed_w5_t8_corrected,warm_days,2008,57.19444444444444,15.688153661556305
fixed_w5_t8_corrected,warm_days,2009,44.31481481481482,12.164229463920869
fixed_w5_t8_corrected,warm_days,2010,93.49074074074075,25.644465435734922
fixed_w5_t8_corrected,warm_days,2011,44.083333333333336,12.1155394448317
fixed_w5_t8_corrected,warm_days,2012,36.824074074074076,10.136346905174673
fixed_w5_t8_corrected,warm_days,2013,59.97222222222222,16.437595583953968
fixed_w5_t8_corrected,warm_days,2014,53.75,14.869477599306906
fixed_w5_t8_corrected,warm_days,2015,78.9074074074074,21.740014348808614
fixed_w5_t8_corrected,warm_days,2016,76.30555555555556,21.016419213102594
fixed_w5_t8_corrected,warm_days,2017,76.04629629629629,20.937218906703304
fixed_w5_t8_corrected,warm_days,2018,79.87037037037037,22.000326508065022
fixed_w5_t8_corrected,warm_days,2019,62.379629629629626,17.19325540396739
fixed_w5_t8_corrected,warm_days,2020,59.0462962962963,16.215757646063675
fixed_w5_t8_corrected,warm_days,2021,114.75925925925925,31.545733573485066
fixed_w5_t8_corrected,warm_days,2022,90.4074074074074,24.81494973212325
fixed_w5_t8_corrected,warm_days,2023,88.66666666666667,24.370611840174433
fixed_w5_t8_corrected,warm_days,2024,91.62037037037037,25.215338526114753
fixed_w5_t8_corrected,warm_nights,1991,24.099537037037038,6.84145466948469
fixed_w5_t8_corrected,warm_nights,1992,13.395833333333334,3.8181060964233047
fixed_w5_t8_corrected,warm_nights,1993,18.62152777777778,5.257895270431964
fixed_w5_t8_corrected,warm_nights,1994,32.026620370370374,8.98828531399092
fixed_w5_t8_corrected,warm_nights,1995,25.89988425925926,7.246810949581722
fixed_w5_t8_corrected,warm_nights,1996,34.95081018518518,9.913879208694437
fixed_w5_t8_corrected,warm_nights,1997,28.646412037037038,8.024229221789215
fixed_w5_t8_corrected,warm_nights,1998,51.65914351851852,14.598660034611344
fixed_w5_t8_corrected,warm_nights,1999,42.73206018518518,12.005337623885056
fixed_w5_t8_corrected,warm_nights,2000,42.204861111111114,11.831082749287862
fixed_w5_t8_corrected,warm_nights,2001,48.06886574074074,13.351848526634763
fixed_w5_t8_corrected,warm_nights,2002,45.27141203703704,12.564884832858233
fixed_w5_t8_corrected,warm_nights,2003,42.41550925925926,11.814305798834553
fixed_w5_t8_corrected,warm_nights,2004,44.03125,12.241616958120199
fixed_w5_t8_corrected,warm_nights,2005,39.08738425925926,10.798415861108323
fixed_w5_t8_corrected,warm_nights,2006,56.88715277777778,15.659812489726548
fixed_w5_t8_corrected,warm_nights,2007,39.73148148148148,10.909655270112864
fixed_w5_t8_corrected,warm_nights,2008,50.7962962962963,13.943651244475943
fixed_w5_t8_corrected,warm_nights,2009,45.81481481481482,12.57372232947871
fixed_w5_t8_corrected,warm_nights,2010,70.25,19.284394875345228
fixed_w5_t8_corrected,warm_nights,2011,48.9537037037037,13.44427183322842
fixed_w5_t8_corrected,warm_nights,2012,44.7962962962963,12.332217192671916
fixed_w5_t8_corrected,warm_nights,2013,50.7037037037037,13.89537720017172
fixed_w5_t8_corrected,warm_nights,2014,53.48148148148148,14.777821305358195
fixed_w5_t8_corrected,warm_nights,2015,72.31481481481481,19.928276739952345
fixed_w5_t8_corrected,warm_nights,2016,65.17592592592592,17.932306464233772
fixed_w5_t8_corrected,warm_nights,2017,60.19444444444444,16.567538063255423
fixed_w5_t8_corrected,warm_nights,2018,79.05555555555556,21.77185549494404
fixed_w5_t8_corrected,warm_nights,2019,59.81481481481482,16.486703885183072
fixed_w5_t8_corrected,warm_nights,2020,55.0462962962963,15.11910401118519
fixed_w5_t8_corrected,warm_nights,2021,77.67592592592592,21.33927051729102
fixed_w5_t8_corrected,warm_nights,2022,73.91666666666667,20.2727453725208
fixed_w5_t8_corrected,warm_nights,2023,77.64814814814815,21.29057765130829
fixed_w5_t8_corrected,warm_nights,2024,81.23148148148148,22.27145687616954
full_w11_t7,cool_days,1991,56.28703703703704,15.464711445353268
full_w11_t7,cool_days,1992,104.52777777777777,28.889746866420577
full_w11_t7,cool_days,1993,68.45370370370371,18.96261192075765
full_w11_t7,cool_days,1994,50.03703703703704,13.839166102116872
full_w11_t7,cool_days,1995,43.75925925925926,12.09220891270081
full_w11_t7,cool_days,1996,50.175925925925924,13.832416515939785
full_w11_t7,cool_days,1997,47.80555555555556,13.271677772744445
full_w11_t7,cool_days,1998,33.23148148148148,9.219290827147027
full_w11_t7,cool_days,1999,24.805555555555557,6.866536760207985
full_w11_t7,cool_days,2000,30.583333333333332,8.48969415312536
full_w11_t7,cool_days,2001,22.194444444444443,6.1120370919660525
full_w11_t7,cool_days,2002,29.824074074074073,8.239041707757385
