index_name,station_id,station_name,baseline_period,comparison_period,baseline_mean_days,comparison_mean_days,late_minus_baseline_days,expected_direction,direction_consistent
warm_days,40797,Kuhrang,1991-2007,2008-2024,31.941176470588236,93.0,61.05882352941177,increase,True
warm_days,40798,Shahrekord,1991-2007,2008-2024,30.176470588235293,80.82352941176471,50.64705882352942,increase,True
warm_days,40799,Ardestan,1991-2007,2008-2024,33.1875,56.705882352941174,23.518382352941174,increase,True
warm_days,40800,Esfahan,1991-2007,2008-2024,32.0625,77.6470588235294,45.584558823529406,increase,True
warm_days,40801,Naein,1991-2007,2008-2024,32.1875,53.11764705882353,20.93014705882353,increase,True
warm_days,40802,Esfahan (Airport),1991-2007,2008-2024,30.529411764705884,59.0,28.470588235294116,increase,True
warm_days,40803,Kabutarabad,1991-2007,2008-2024,31.5,78.47058823529412,46.970588235294116,increase,True
warm_days,40809,Birjand,1991-2007,2008-2024,33.35294117647059,61.529411764705884,28.176470588235297,increase,True
warm_days,40810,Bostan,1991-2007,2008-2024,31.0,79.05882352941177,48.05882352941177,increase,True
warm_days,40811,Ahvaz,1991-2007,2008-2024,31.470588235294116,75.52941176470588,44.05882352941177,increase,True
warm_days,40812,Masjedsoleyman,1991-2007,2008-2024,30.58823529411765,74.0,43.41176470588235,increase,True
warm_days,40813,Ramhormoz,1991-2007,2008-2024,32.411764705882355,79.17647058823529,46.764705882352935,increase,True
warm_days,40818,Abadeh,1991-2007,2008-2024,31.294117647058822,65.76470588235294,34.470588235294116,increase,True
warm_days,40821,Yazd,1991-2007,2008-2024,32.23529411764706,62.294117647058826,30.058823529411768,increase,True
warm_days,40827,Nehbandan,1991-2007,2008-2024,32.88235294117647,65.23529411764706,32.35294117647059,increase,True
warm_days,40829,Zabol,1991-2007,2008-2024,33.1764705882353,78.70588235294117,45.52941176470588,increase,True
warm_days,40831,Abadan,1991-2007,2008-2024,31.88235294117647,72.6470588235294,40.764705882352935,increase,True
warm_days,40832,Bandar-E- Mahshahr,1991-2007,2008-2024,31.647058823529413,65.58823529411765,33.94117647058824,increase,True
warm_days,40833,Omidiyeh (Aghajari),1991-2007,2008-2024,30.764705882352942,74.17647058823529,43.41176470588235,increase,True
warm_days,40835,Dogonbadan,1991-2007,2008-2024,32.3125,90.9375,58.625,increase,True
warm_days,40836,Yasuj,1991-2007,2008-2024,31.41176470588235,75.3125,43.90073529411765,increase,True
warm_days,40839,Anar,1991-2007,2008-2024,31.41176470588235,60.1764705882353,28.764705882352946,increase,True
warm_days,40841,Kerman,1991-2007,2008-2024,30.764705882352942,65.41176470588235,34.647058823529406,increase,True
warm_days,40844,Dorudzan,1991-2007,2008-2024,31.41176470588235,80.3529411764706,48.941176470588246,increase,True
warm_days,40847,Zarqan,1991-2007,2008-2024,29.058823529411764,97.23529411764706,68.17647058823529,increase,True
warm_days,40848,Shiraz,1991-2007,2008-2024,30.235294117647058,79.70588235294117,49.470588235294116,increase,True
warm_days,40849,Shahrebabak,1991-2007,2008-2024,30.0,73.82352941176471,43.82352941176471,increase,True
warm_days,40851,Sirjan,1991-2007,2008-2024,30.529411764705884,69.3529411764706,38.82352941176471,increase,True
warm_days,40853,Baft,1991-2007,2008-2024,31.88235294117647,76.23529411764706,44.35294117647059,increase,True
