index_name,station_id,station_name,n_years,insufficient_years_for_qr,publication_warning_short_record,ols_slope,slope_0.10,ci_low_0.10,ci_high_0.10,slope_0.50,ci_low_0.50,ci_high_0.50,slope_0.90,ci_low_0.90,ci_high_0.90,Delta1,Delta2,Delta3
warm_days,19996,Bahookalat,31,False,False,6.779459594696024,-0.8695617043581191,,,7.272727085672787,-0.5104917965635751,15.05594596790915,6.315791738878967,,,7.185353443237086,-0.95693534679382,8.142288790030905
warm_days,40700,Parsabad,34,False,False,12.632543926661587,9.583333251414444,,,11.999999707165037,5.069285164203078,18.930714250126996,12.666664846350889,,,3.0833315949364444,0.6666651391858522,2.416666455750592
warm_days,40701,Maku,34,False,False,22.00152788388084,17.000012606662192,,,24.117646920415,15.560236740204887,32.67505710062512,24.999995443460342,,,7.99998283679815,0.8823485230453407,7.117634313752809
warm_days,40702,Jolfa,34,False,False,18.429335370511858,16.42857119331057,,,18.461547091196085,10.2879039281741,26.63519025421807,21.363631648478467,,,4.935060455167896,2.9020845572823823,2.032975897885514
warm_days,40703,Khoy,34,False,False,24.43544690603516,20.357142392427356,,,22.173906550475078,15.206744473310296,29.14106862763986,35.00000884077243,,,14.642866448345075,12.826102290297353,1.8167641580477216
warm_days,40704,Ahar,34,False,False,18.305576776165026,12.307695694382769,,,18.333333888897087,8.898282628756272,27.768385149037904,25.789471844267084,,,13.481776149884315,7.4561379553699965,6.025638194514318
warm_days,40706,Tabriz,34,False,False,15.848739495798332,12.692314408992182,,,17.36841762785435,8.398817773346742,26.338017482361956,15.000000105555625,,,2.3076856965634427,-2.3684175222987243,4.676103218862167
warm_days,40708,Ardebil,34,False,False,14.03055767761651,11.667097141249126,,,16.296292337066298,9.432719799558317,23.15986487457428,15.26315562301931,,,3.596058481770184,-1.0331367140469876,4.6291951958171715
warm_days,40709,Astara,34,False,False,18.313216195569154,14.999999844443497,,,17.727272071810525,10.295946571543237,25.158597572077813,21.30434281605455,,,6.304342971611053,3.5770707442440255,2.7272722273670276
warm_days,40710,Sarab,34,False,False,17.181054239877785,12.631579039705661,,,17.499999849998712,7.530118543237855,27.46988115675957,17.72727107461405,,,5.095692034908387,0.2272712246153361,4.868420810293051
warm_days,40712,Orumiyeh,34,False,False,26.895339954163504,16.53846052004377,,,27.692307692305512,17.748813379791525,37.635802004819496,31.500000105555582,,,14.961539585511812,3.80769241325007,11.153847172261742
warm_days,40713,Maragheh-Synoptic,34,False,False,39.191749427043575,26.50001182197439,,,39.999999661451945,33.06662292205528,46.93337640084861,39.16668972865114,,,12.666677906676753,-0.8333099328008018,13.499987839477555
warm_days,40716,Mianeh,34,False,False,21.019098548510332,11.9230757248182,,,24.23076789097326,16.778323622371296,31.683212159575227,32.49999818069425,,,20.576922455876048,8.269230289720987,12.30769216615506
warm_days,40717,Khalkhal,34,False,False,24.022918258212396,15.384619304268599,,,22.941176332178713,13.029153574565944,32.85319908979148,31.538447667187288,,,16.153828362918688,8.597271335008575,7.556557027910115
warm_days,40718,Bandar-E-Anzali,34,False,False,49.79220779220783,42.499998610481406,,,44.73684155124557,28.900248271663898,60.57343483082724,56.12903231587466,,,13.629033705393255,11.392190764629092,2.236842940764163
warm_days,40719,Rasht,34,False,False,8.319327731092446,6.315705081033916,,,9.999994831909532,4.758068407642237,15.241921256176827,9.565217445914866,,,3.2495123648809505,-0.434777385994666,3.6842897508756165
warm_days,40723,Bojnurd,34,False,False,13.96638655462186,7.500000269097352,,,13.684210526314931,5.80931646717317,21.559104585456694,17.777771136764443,,,10.27777086766709,4.0935606104495115,6.184210257217579
warm_days,40724,Piranshahr,34,False,False,25.677616501145934,14.285720312969385,,,29.999984277157036,20.97139595597741,39.028572598336666,33.18181372215329,,,18.8960934091839,3.18182944499625,15.714263964187651
warm_days,40726,Mahabad,34,False,False,22.22154316271965,17.40740680253585,,,22.27272739669416,13.511896601374113,31.033558192014212,35.90908657126293,,,18.501679768727083,13.63635917456877,4.865320594158312
warm_days,40727,Saqez,34,False,False,19.75706646294883,15.000001081761685,,,21.000000200005097,11.627960211650059,30.372040188360135,23.91304129725425,,,8.913040215492565,2.9130410972491525,5.999999118243412
warm_days,40728,Takab,34,False,False,20.979373567608878,14.374999970986352,,,17.27272800219176,6.019841619639006,28.52561438474451,34.99999491519527,,,20.62499494420892,17.727266913003515,2.897728031205407
warm_days,40729,Zanjan,34,False,False,34.87700534759361,15.789485220399534,,,27.50000031251275,14.560406254772646,40.439594370252856,51.81817562827314,,,36.028690407873604,24.31817531576039,11.710515092113216
warm_days,40730,Khorramdareh,34,False,False,20.964094728800628,16.111106045561126,,,22.30769548888612,13.4853583473084,31.130032630463845,36.49999691266968,,,20.388890867108554,14.192301423783558,6.196589443324996
warm_days,40731,Qazvin,34,False,False,20.027501909854866,13.448277341006472,,,23.461538668639168,14.689072919496999,32.234004417781335,31.92306329792719,,,18.47478595692072,8.461524629288022,10.013261327632696
warm_days,40732,Ramsar,34,False,False,27.19174942704357,20.000003261253916,,,26.799999871998654,20.869809671533957,32.73019007246335,29.9999992251692,,,9.999995963915286,3.199999353170547,6.7999966107447385
warm_days,40734,Nowshahr,34,False,False,24.14820473644005,17.999999916666575,,,23.70370429772879,15.588973483494776,31.818435111962806,27.499999807833998,,,9.499999891167423,3.7962955101052067,5.7037043810622166
warm_days,40736,Babolsar,34,False,False,16.006111535523317,9.999997479325668,,,19.090907481145845,10.094868618740719,28.08694634355097,22.142851316788313,,,12.142853837462646,3.0519438356424686,9.090910001820177
warm_days,40737,Gharakhil,34,False,False,20.307104660045855,16.08695581830655,,,19.1304342935102,13.1302017015597,25.1306668854607,29.599988269305996,,,13.513032450999447,10.469553975795797,3.0434784752036492
warm_days,40738,Gorgan,34,False,False,20.754774637127596,16.92307686061796,,,20.99999813761402,14.794375119438069,27.205621155789974,25.499982137145988,,,8.576905276528027,4.499983999531967,4.07692127699606
warm_days,40739,Shahrud,34,False,False,10.314744079449971,9.285713573753844,,,7.600024267618163,-0.49157051654933337,15.691619051785658,14.999997287566531,,,5.714283713812687,7.399973019948368,-1.6856893061356812
warm_days,40740,Quchan,34,False,False,11.463712757830416,9.999990768249356,,,9.000000050000168,0.5385435265686844,17.46145657343165,13.75000104329186,,,3.750010275042504,4.7500009932916925,-0.9999907182491885
warm_days,40741,Sarakhs,34,False,False,19.72498090145151,13.333333754156543,,,19.37500062104323,13.76124577696151,24.988755465124953,23.9999999388893,,,10.666666184732756,4.624999317846068,6.041666866886688
warm_days,40742,Biyarjomand,33,False,False,14.037433155080214,8.571429779665499,,,15.182720750986384,6.458987976944281,23.90645352502849,16.249966075437953,,,7.678536295772455,1.0672453244515694,6.611290971320885
warm_days,40743,Sabzevar,34,False,False,12.933537051184121,10.740732880870679,,,13.076923550295918,4.129758144373048,22.02408895621879,10.76922813679128,,,0.028495255920601537,-2.3076954135046375,2.336190669425239
warm_days,40744,Golmakan,32,False,False,15.237573262941256,10.666670292715775,,,14.61538633463555,4.080242320394504,25.150530348876597,20.454540541661515,,,9.78787024894574,5.839154207025965,3.9487160419197753
warm_days,40745,Mashhad,34,False,False,14.92742551566082,9.230770177911847,,,12.307694244812984,1.7660184396590406,22.84937004996693,16.84210588999384,,,7.611335712081992,4.534411645180855,3.076924066901137
warm_days,40746,Neyshabur,34,False,False,15.543162719633322,9.999999110093572,,,15.333336896778057,5.257851311931907,25.408822481624206,16.071430329957714,,,6.071431219864142,0.7380934331796567,5.333337786684485
warm_days,40747,Sanandaj,34,False,False,26.472116119174963,20.52631569713874,,,31.578944832076647,20.430678578737144,42.72721108541615,33.18181825068884,,,12.6555025535501,1.6028734186121945,11.052629134937906
warm_days,40748,Bijar,34,False,False,28.239877769289556,21.363639504547113,,,27.33332019372407,17.90385421372087,36.76278617372727,41.15383216319332,,,19.79019265864621,13.820511969469251,5.969680689176958
warm_days,40749,Zarrineh,34,False,False,27.449961802903005,20.96773864676133,,,29.545454173553406,18.410543861684104,40.68036448542271,38.66666665104789,,,17.69892800428656,9.121212477494485,8.577715526792076
warm_days,40751,Tehran (Shemiran),34,False,False,30.902979373567632,23.928571542250936,,,31.538460668981692,23.622228768747743,39.45469256921564,41.92307448448408,,,17.994502942233147,10.38461381550239,7.6098891267307565
warm_days,40752,Karaj,34,False,False,21.016042780748684,14.814814762993027,,,24.34780394288948,15.75541425257931,32.940193633199655,29.999997193783546,,,15.185182430790519,5.652193250894065,9.532989179896454
warm_days,40754,Tehran (Mehrabad Airport),34,False,False,9.41176470588236,11.111111059289708,,,8.88888864627128,0.24347689164365782,17.5343004008989,7.826087158064963,,,-3.2850239012247453,-1.0628014882063166,-2.2222224130184287
warm_days,40755,Abali,34,False,False,17.504965622612694,17.85713272788539,,,18.57142775510167,10.11095076953352,27.03190474066982,21.999997138829464,,,4.142864410944075,3.428569383727794,0.7142950272162807
warm_days,40757,Semnan,34,False,False,16.89075630252102,12.666666735803474,,,18.84615328755747,12.528916682139766,25.163389892975175,23.478259633577025,,,10.81159289777355,4.632106346019555,6.179486551753996
warm_days,40758,Garmsar,34,False,False,7.844155844155851,7.500003965252494,,,8.400001604856849,-0.5986978462992116,17.39870105601291,4.782607192304051,,,-2.717396772948443,-3.6173944125527973,0.8999976396043543
warm_days,40762,Torbat-E Heydariyeh,34,False,False,22.259740259740276,17.500000095486286,,,21.212121097027545,12.163421688937829,30.26082050511726,27.00000068667238,,,9.500000591186094,5.7878795896448345,3.7121210015412593
warm_days,40763,Kashmar,34,False,False,16.976317799847227,13.703703670172237,,,18.666668597233972,9.788659284543415,27.54467790992453,19.99999973028283,,,6.296296060110594,1.3333311330488584,4.962964927061735
warm_days,40764,Ravansar,34,False,False,26.872421695951132,14.73684541787119,,,24.166664781309343,12.758870321059018,35.574459241559666,37.27272275393294,,,22.53587733606175,13.106057972623596,9.429819363438153
warm_days,40765,Sarpol-E-Zahab,34,False,False,20.863254392666178,18.499997701640346,,,18.14814807453423,10.867737677193425,25.428558471875036,28.571434706836694,,,10.071437005196348,10.423286632302464,-0.351849627106116
warm_days,40766,Kermanshah,34,False,False,9.53552330022919,9.999992080205015,,,5.714285714285742,-4.080058160014918,15.508629588586402,15.909085825861395,,,5.90909374565638,10.194800111575653,-4.285706365919273
warm_days,40768,Hamedan (Airport),34,False,False,20.631016042780765,16.19047619551545,,,17.599999533257098,7.829983663926511,27.370015402587683,31.153846176857346,,,14.963369981341895,13.553846643600249,1.4095233377416463
warm_days,40769,Arak,34,False,False,23.469824293353724,19.629628706147358,,,22.941176470588243,15.00323081787062,30.879122123305866,28.49999721528904,,,8.87036850914168,5.558820744700796,3.311547764440885
warm_days,40770,Qom,34,False,False,25.992360580595893,20.000001031744258,,,26.000000128,16.766898815430167,35.23310144056983,37.30767848785912,,,17.307677456114863,11.307678359859121,5.999999096255742
warm_days,40771,Kangavar,34,False,False,25.523300229182606,18.21428493506479,,,22.00000088226754,11.376136290312418,32.62386547422266,30.66666666419752,,,12.452381729132732,8.666665781929982,3.7857159472027497
warm_days,40772,Qorveh,34,False,False,29.035905271199415,18.000012585703796,,,26.66667262865678,17.07993638805941,36.25340886925415,36.25002267869725,,,18.250010092993453,9.583350050040469,8.666660042952984
warm_days,40774,Borujerd,34,False,False,25.83346065699009,19.999999735061717,,,26.666666237371278,16.391442344446283,36.94189013029627,30.645191166772285,,,10.645191431710568,3.978524929401008,6.66666650230956
warm_days,40778,Gonabad,34,False,False,17.454545454545467,9.285714260204076,,,20.00000013841161,13.086512139908924,26.913488136914296,20.000000104165068,,,10.714285843960992,-3.4246543378912975e-08,10.714285878207535
warm_days,40779,Eslamabad-E-Gharb,34,False,False,16.380443086325453,14.545454467401143,,,16.666667022222597,6.6751215932984085,26.658212451146788,21.000009212090134,,,6.454554744688991,4.333342189867537,2.1212125548214544
warm_days,40780,Ilam,34,False,False,43.210084033613484,28.000000862539114,,,40.76923091715987,28.851956901964463,52.68650493235527,51.33333338024689,,,23.333332517707777,10.564102463087025,12.769230054620753
warm_days,40782,Khorramabad,34,False,False,27.76470588235297,22.631582434864434,,,25.185185850861682,14.68928682574173,35.68108487598163,30.967771289876563,,,8.336188855012129,5.7825854390148805,2.553603415997248
warm_days,40783,Aligudarz,34,False,False,19.596638655462204,16.190476262409874,,,19.545453034192903,10.176085107307681,28.914820961078124,23.750006682551067,,,7.5595304201411935,4.204553648358164,3.354976771783029
warm_days,40785,Kashan,34,False,False,23.870129870129887,13.571418373903574,,,23.333340555827743,14.757932489215563,31.908748622439923,33.84615065949144,,,20.274732285587866,10.5128101036637,9.761922181924168
warm_days,40787,Daran,33,False,False,25.09024064171123,14.09091193392092,,,23.333331640213927,9.255644727572857,37.411018552855,38.181810977745506,,,24.090899043824585,14.848479337531579,9.242419706293008
warm_days,40789,Khur-Va-Biabanak,34,False,False,23.18716577540109,16.428572366502525,,,18.181817570249716,8.722557069701162,27.641078070798272,33.928571550453526,,,17.499999183951,15.74675398020381,1.7532452037471913
warm_days,40790,Robat-E-Poshtebadam,33,False,False,12.784090909090908,10.952381080879773,,,13.478260440064094,4.214334303300097,22.74218657682809,11.05263166820556,,,0.10025058732578707,-2.425628771858534,2.525879359184321
warm_days,40791,Tabas,34,False,False,25.3766233766234,16.315800725141877,,,28.39997644519033,17.86242514650656,38.9375277438741,28.62069008473006,,,12.304889359588184,0.22071363953973133,12.084175720048453
warm_days,40792,Ferdows,34,False,False,8.73185637891521,6.923077067718528,,,9.23076598519716,0.5403195198489694,17.921212450545347,15.000005625712745,,,8.076928557994218,5.769239640515586,2.3076889174786315
warm_days,40793,Qaen,34,False,False,22.734912146676873,16.92307689349109,,,23.74998992969818,17.47434590827845,30.02563395111791,21.304350302280998,,,4.381273408789909,-2.445639627417183,6.826913036207092
warm_days,40794,Safiabad (Dezful),34,False,False,25.485103132161974,18.57142816307315,,,28.14814713618525,17.260876764867565,39.03541750750294,35.4545403468959,,,16.883112183822746,7.306393210710645,9.5767189731121
warm_days,40796,Dehloran,34,False,False,39.87776928953403,25.833367339055712,,,34.285713665531816,24.493096922378736,44.07833040868489,50.769255040835425,,,24.935887701779713,16.48354137530361,8.452346326476103
warm_days,40797,Kuhrang,34,False,False,32.84950343773876,20.714284974458028,,,32.72727272727277,20.821337559951104,44.633207894594435,30.000000478585537,,,9.28571550412751,-2.727272248687232,12.012987752814741
warm_days,40798,Shahrekord,34,False,False,29.776928953399565,19.090912193229048,,,31.923052287747513,20.067778871462693,43.77832570403233,27.096774612093846,,,8.005862418864798,-4.826277675653667,12.832140094518465
warm_days,40799,Ardestan,33,False,False,16.43048128342246,12.72727286960511,,,17.08332925706123,9.233298162112268,24.93336035201019,16.66666657407359,,,3.939393704468481,-0.41666268298763853,4.356056387456119
warm_days,40800,Esfahan,33,False,False,32.81857833313686,14.090911986315033,,,20.400000125680133,8.926178463950258,31.87382178741001,50.66666662283881,,,36.575754636523776,30.266666497158678,6.3090881393651
warm_days,40801,Naein,33,False,False,13.983957219251336,12.592587069143686,,,15.65621260599833,8.1550235701967,23.15740164179996,14.499999916667772,,,1.9074128475240855,-1.1562126893305589,3.0636255368546443
warm_days,40802,Esfahan (Airport),34,False,False,17.576776165011474,13.333334707822903,,,16.666667443395202,8.144497631925214,25.18883725486519,20.83333600114285,,,7.500001293319947,4.1666685577476485,3.3333327355722986
warm_days,40803,Kabutarabad,33,False,False,32.79077540106952,14.736843935554388,,,30.55555983722309,17.370701359283586,43.74041831516259,45.652173915143976,,,30.915329979589586,15.096614077920886,15.818715901668702
warm_days,40809,Birjand,34,False,False,17.92666157372041,9.999999948178624,,,23.333325854724396,13.522959635349883,33.14369207409891,23.124988762933842,,,13.124988814755218,-0.20833709179055404,13.333325906545772
warm_days,40810,Bostan,34,False,False,27.588999236058083,18.18181448887661,,,25.833332307515175,13.107761251858365,38.558903363171986,41.30434357871115,,,23.122529089834536,15.471011271195973,7.651517818638563
warm_days,40811,Ahvaz,34,False,False,27.060351413292615,16.0000004571735,,,26.400001027900494,14.485236264792084,38.3147657910089,39.999999381782494,,,23.999998924608995,13.599998353882,10.400000570726995
