baseline_period,temperature_trend_c_per_decade,temperature_trend_ci_low,temperature_trend_ci_high,first_year_anomaly_c,last_year_anomaly_c,last_minus_first_anomaly_c
1991-2007,0.4461529810867318,0.27152753643738914,0.6207784257360744,-0.4800697717350354,0.9621135698356277,1.442183341570663
