index_name,station_id,station_name,n_years,insufficient_years_for_qr,publication_warning_short_record,ols_slope,slope_0.10,ci_low_0.10,ci_high_0.10,slope_0.50,ci_low_0.50,ci_high_0.50,slope_0.90,ci_low_0.90,ci_high_0.90,Delta1,Delta2,Delta3,boot_mean_0.10,boot_sd_0.10,boot_median_0.10,boot_ci_low_0.10,boot_ci_high_0.10,boot_mean_0.50,boot_sd_0.50,boot_median_0.50,boot_ci_low_0.50,boot_ci_high_0.50,boot_mean_0.90,boot_sd_0.90,boot_median_0.90,boot_ci_low_0.90,boot_ci_high_0.90,boot_mean_Delta1,boot_sd_Delta1,boot_median_Delta1,boot_ci_low_Delta1,boot_ci_high_Delta1,boot_mean_Delta2,boot_sd_Delta2,boot_median_Delta2,boot_ci_low_Delta2,boot_ci_high_Delta2,boot_mean_Delta3,boot_sd_Delta3,boot_median_Delta3,boot_ci_low_Delta3,boot_ci_high_Delta3,analytic_sig_0.10,bootstrap_sig_0.10,sig_agree_0.10,sensitivity_status_0.10,analytic_sig_0.90,bootstrap_sig_0.90,sig_agree_0.90,sensitivity_status_0.90,cluster,cluster_reduced_features
warm_days,19996,Bahookalat,31,False,False,3.671503627720793,-1.3043444359953982,,,4.399999411472645,-2.6790912820305994,11.479090104975889,0.41670752368242064,,,1.7210519596778189,-3.983291887790224,5.704343847468043,-1.6904485822775146,3.9297955947449257,-1.7156831881471155,-11.016669282051568,4.303575957220978,1.4433875974473835,4.309869491881933,2.3809521975903305,-10.952152977280614,6.016665303010044,0.03380855064091371,5.19354279140183,-1.1764755441693344,-6.666655047752015,13.46153367841169,1.7242571329184282,5.492205236107587,0.5901060397103104,-7.765460958421027,16.176129893306737,-1.40957904680647,5.389015711821854,-2.323717382633661,-9.257336288758726,11.387746821981988,3.1338361797248977,3.3044387834044184,3.2352952734386955,-3.3031541661097683,9.763967350820709,,0.0,,insufficient,,0.0,,insufficient,1,2
warm_days,40700,Parsabad,34,False,False,9.732620320855624,4.5833344419676125,,,8.82352913494715,2.6241250642106113,15.022933205683687,11.923083334819971,,,7.339748892852358,3.0995541998728218,4.240194692979537,4.731618311915103,5.541903179777318,4.090910199160746,-5.353861579349054,19.999997819884342,7.1722470588944045,4.2641113877652135,6.153846547659624,-0.02500007237213569,15.312501348347952,8.935642873968465,6.108001008921898,9.090908624209035,-3.749999076140876,19.99999968909096,4.204024562053362,5.666574943070154,3.7456298327853452,-5.389898208383046,17.543276745104652,1.7633958150740612,4.482193533606326,1.923078924029098,-6.338328484455034,9.4935031348102,2.4406287469793004,5.346407356307926,2.5757565444538346,-10.036108045504253,12.518270673748415,,0.0,,insufficient,,0.0,,insufficient,2,3
warm_days,40701,Maku,34,False,False,15.323147440794514,6.428576734295909,,,13.750002229159488,6.665210399289346,20.83479405902963,20.909086159666103,,,14.480509425370194,7.159083930506615,7.321425494863579,7.9157188047431575,7.3563710971600145,6.372206548065064,-5.999999427355329,28.050000268391965,13.248791715569187,5.364585684531099,12.9411750212441,2.4999994994687187,21.000861756019084,16.622145585810888,10.13374670848232,16.923076586325376,-5.8823485437457395,45.71426462188363,8.70642678106773,11.880176931731897,7.694801324414958,-11.475001496405548,36.96707843669771,3.3733538702417025,9.832496011326116,2.7433108057506566,-12.169729610777415,26.931855586669837,5.3330729108260275,6.510733059180769,6.107145090952026,-9.679906846601106,17.11281953217074,,0.0,,insufficient,,0.0,,insufficient,3,3
warm_days,40702,Jolfa,34,False,False,14.617265087853335,12.105262159200013,,,12.608694436354336,7.51426611285373,17.703122759854942,24.0909041221259,,,11.985641962925886,11.482209685771563,0.5034322771543227,11.019434234736693,7.276276020010923,12.105263001946973,-2.6666665677839188,27.27272602060086,11.453979127336074,2.538536910667945,11.17848978735388,6.231250078933055,15.71985865741202,19.608376563113076,7.593164070971578,19.99994344234708,2.2142861810959857,34.54545405379361,8.588942328376381,9.530999886403123,10.20833153318237,-13.05831063491067,28.336525868719786,8.154397435777,6.4432869121045275,8.165753497005522,-7.1922581669318575,21.678067348025884,0.43454489259938156,6.691420043738836,0.6979185470298335,-15.002780479068443,11.891679392126662,,0.0,,insufficient,,1.0,,insufficient,3,3
warm_days,40703,Khoy,34,False,False,16.456837280366706,11.05263444396301,,,17.826083279792655,13.19227076422355,22.45989579536176,24.99999705274335,,,13.94736260878034,7.173913772950694,6.773448835829646,10.175279642278742,4.501698009387052,10.769231326678966,0.6499935893842321,16.521738046014505,15.66860560592969,3.300097744136857,15.714286058140068,7.500015337030705,19.999999106393933,20.36905511259199,10.581941027912299,20.76922947004175,2.5657896273815135,47.22222091340582,10.19377547031325,11.835683877981216,11.153847304691947,-7.5798911040708665,39.15481968295241,4.7004495066623,10.40414498955365,5.000002940325661,-12.502773597837761,31.93055011917539,5.49332596365095,3.4923036132791467,5.285424417865439,-0.5482755706693601,13.005911213167298,,1.0,,insufficient,,1.0,,insufficient,3,3
warm_days,40704,Ahar,34,False,False,13.735676088617277,6.875000359322222,,,14.444445643144036,8.48884467413583,20.40004661215224,24.499996768037875,,,17.624996408715653,10.055551124893839,7.569445283821814,7.588669877978692,5.190419038664282,7.222223075088979,-3.34999944012948,17.27272724127642,14.533516605272212,2.9148910223806848,15.185184524771778,8.88541828401506,18.76562480536724,20.896952072356655,10.575599075545862,20.00000052139955,7.368548554542864,47.777769526376595,13.308282194377957,12.587525909680693,12.813759015851986,-5.864719808147761,44.4856518727582,6.363435467084436,11.127929182786831,6.547615831534418,-8.333327409507197,34.332687370724464,6.944846727293521,4.604324089843533,7.128588355471672,-3.1302076844168027,16.256037490764086,,0.0,,insufficient,,1.0,,insufficient,3,3
warm_days,40706,Tabriz,34,False,False,11.915966386554633,8.518518436213954,,,15.555555493826928,8.748437535798207,22.36267345185565,11.428576642175788,,,2.9100582059618336,-4.12697885165114,7.037037057612974,7.6783329822815,2.974108892232422,7.999999404913227,0.7692310920175391,14.130088324281559,15.610467042532107,4.332236945930515,16.086957167760325,7.058823612732013,21.999998585287308,11.528326582489235,11.964542996672169,11.428570938582737,-0.541668257749195,46.70587650944434,3.8499936002077377,11.673963983558918,2.6315772126040193,-16.166657239610828,38.37269092589109,-4.08214046004287,11.497293444712756,-5.87301347772239,-20.33335085868959,27.58424951069146,7.932134060250608,3.7510236137937083,8.499982840816498,-1.526907739805744,13.462613615099425,,1.0,,insufficient,,0.0,,insufficient,2,3
warm_days,40708,Ardebil,34,False,False,10.800611153552339,8.437500394518732,,,11.428575184099083,4.386054959303921,18.471095408894243,17.49999725893328,,,9.062496864414548,6.071422074834198,2.9910747895803507,8.748325321974441,3.838207003854597,9.999998388732504,-1.8749972324225246,13.333331400281152,10.58319250935368,3.685851070459689,10.000005176473188,1.1764724131609194,15.342858506695036,15.00000506106106,12.661039166698732,12.608701963581261,-19.090893768835915,44.66665299284399,6.251679739086617,12.887992904507232,5.583339173123623,-15.457384406836315,35.182239905402945,4.4168125517073795,13.229456391160918,3.001073235316805,-22.38778251147912,35.67376115318643,1.8348671873792384,3.3116177698473606,1.7048522451357329,-3.347984346362451,9.204973519084072,,0.0,,insufficient,,0.0,,insufficient,2,3
warm_days,40709,Astara,34,False,False,11.179526355996952,7.4999970668667535,,,10.625000986658666,5.630270328299805,15.619731645017527,15.90909014362122,,,8.409093076754466,5.284089156962555,3.1250039197919124,6.489813347133337,2.467113369587495,6.956522007201908,5.648889385276412e-05,11.818181695152242,9.308374706772659,3.0156255458593475,8.619047567172746,4.000007643677896,14.819442532777874,12.482961938762669,6.794941911226482,13.273811020221723,-4.166643069725483,22.471433175832587,5.993148591629333,7.450947154271,6.250015432346676,-9.908923667947043,19.104133346949315,3.1745872319900106,6.614954924643548,2.6982244555687624,-11.820071183726556,15.618967227380935,2.8185613596393218,2.6891014090302554,2.817462268957295,-1.8181771324101696,7.74749143573534,,1.0,,insufficient,,0.0,,insufficient,2,3
warm_days,40710,Sarab,34,False,False,12.820473644003066,8.928570777627614,,,14.166667570722602,6.916812083703229,21.416523057741976,17.272726706452737,,,8.344155928825122,3.106059135730135,5.2380967930949875,6.968004933128009,3.6334154544315638,7.88888926313494,-2.499983964457553,12.021428903495549,12.148656379089834,5.916176360137478,12.500000268658422,0.5000574459366244,19.99999991698682,11.059264808387509,10.755250112577457,12.857142808641923,-7.777777830862918,40.66662996123854,4.091259875259499,10.587582347560936,4.850437984096942,-16.789245215840324,31.744640928952794,-1.0893915707023287,10.479238956492505,-0.9597562299757403,-19.78460438752189,23.777083073635747,5.180651445961828,5.26363006324682,6.098031785897961,-5.3739750813425475,14.232730087144283,,0.0,,insufficient,,0.0,,insufficient,3,3
