index_name,n_stations_compared,adjusted_rand_index,same_label_fraction
cool_days,124,0.0649426578103709,0.532258064516129
cool_nights,124,0.9405716200900288,0.9758064516129032
warm_days,124,0.1534120762579526,0.49193548387096775
warm_nights,124,0.4878293100552744,0.7983870967741935
