index_name,station_id,station_name,cluster_baseline,cluster_hierarchical_complete_euclidean,cluster_hierarchical_ward_euclidean,cluster_hierarchical_average_cityblock,cluster_kmeans
warm_days,40728,Takab,3,1,1,4,2
warm_days,40729,Zanjan,3,1,1,4,2
warm_days,40730,Khorramdareh,3,1,1,4,2
warm_days,40731,Qazvin,3,1,1,4,2
warm_days,40732,Ramsar,3,1,1,4,1
warm_days,40734,Nowshahr,2,3,2,3,1
warm_days,40736,Babolsar,2,3,3,3,4
warm_days,40737,Gharakhil,2,3,2,3,1
warm_days,40738,Gorgan,2,3,2,3,1
warm_days,40739,Shahrud,2,3,3,3,4
warm_days,40740,Quchan,2,3,3,3,4
warm_days,40741,Sarakhs,2,3,2,3,1
warm_days,40742,Biyarjomand,2,3,3,3,4
warm_days,40743,Sabzevar,2,3,2,3,4
warm_days,40744,Golmakan,2,3,2,3,1
warm_days,40745,Mashhad,2,3,3,3,4
warm_days,40746,Neyshabur,2,3,3,3,4
warm_days,40747,Sanandaj,3,1,1,4,2
warm_days,40748,Bijar,3,1,1,4,2
warm_days,40749,Zarrineh,3,2,1,4,2
warm_days,40751,Tehran (Shemiran),3,1,1,4,2
warm_days,40752,Karaj,3,1,1,4,2
warm_days,40754,Tehran (Mehrabad Airport),1,4,4,1,3
warm_days,40755,Abali,3,1,1,4,1
warm_days,40757,Semnan,2,3,2,3,1
warm_days,40758,Garmsar,1,4,4,1,3
warm_days,40762,Torbat-E Heydariyeh,3,1,1,4,2
warm_days,40763,Kashmar,2,3,2,3,1
warm_days,40764,Ravansar,3,2,1,4,2
warm_days,40765,Sarpol-E-Zahab,3,1,1,4,1
warm_days,40766,Kermanshah,1,4,4,1,3
warm_days,40768,Hamedan (Airport),2,3,2,3,1
warm_days,40769,Arak,3,1,1,4,2
warm_days,40770,Qom,3,2,1,4,2
warm_days,40771,Kangavar,3,2,1,4,2
warm_days,40772,Qorveh,3,2,1,4,2
warm_days,40774,Borujerd,3,1,1,4,2
warm_days,40778,Gonabad,2,3,3,3,4
warm_days,40779,Eslamabad-E-Gharb,2,3,2,3,1
warm_days,40780,Ilam,3,1,1,4,2
warm_days,40782,Khorramabad,3,1,1,4,2
warm_days,40783,Aligudarz,2,3,2,3,1
warm_days,40785,Kashan,3,2,1,4,2
warm_days,40787,Daran,3,2,1,4,2
warm_days,40789,Khur-Va-Biabanak,3,1,1,4,2
warm_days,40790,Robat-E-Poshtebadam,2,3,2,3,1
warm_days,40791,Tabas,3,1,1,4,2
warm_days,40792,Ferdows,2,3,3,3,4
warm_days,40793,Qaen,3,1,1,4,2
warm_days,40794,Safiabad (Dezful),3,1,1,4,2
warm_days,40796,Dehloran,3,1,1,4,2
warm_days,40797,Kuhrang,3,2,1,4,1
warm_days,40798,Shahrekord,3,2,1,4,2
warm_days,40799,Ardestan,2,3,2,3,1
warm_days,40800,Esfahan,4,2,1,4,2
warm_days,40801,Naein,2,3,2,3,1
warm_days,40802,Esfahan (Airport),2,3,2,3,4
warm_days,40803,Kabutarabad,3,1,1,4,2
warm_days,40809,Birjand,2,3,2,3,1
