index_name,ols_slope,ols_ci_low,ols_ci_high,q0.05_slope,q0.50_slope,q0.95_slope
warm_days,9.528869047619043,7.535866358798317,11.52187173643977,7.814814775828573,8.146666570666458,12.049999191958152
warm_nights,13.576816239316237,12.048868938600997,15.104763540031477,13.956521378032225,13.650406539758857,12.550000103961864
cool_days,-2.555067155067151,-4.010430596576894,-1.0997037135574081,-1.512195153845468,-2.0072463957159195,-8.052630711024246
cool_nights,-2.9800518925518906,-4.029605903061144,-1.9304978820426368,-1.771428939349356,-2.4743589151853524,-6.777777198393748
