period,index_name,ols_slope,q0.05_slope,q0.50_slope,q0.95_slope
1961-1990,warm_days,0.6263255469039675,5.799983027273253,1.4583329513885794,-3.5079373059918963
1961-1990,warm_nights,4.440266963292547,8.133333701754268,5.48717311187797,0.8730170787839394
1961-1990,cool_days,1.7819799777530578,2.7361105884505834,2.6388895833389494,-6.1333163700236515
1961-1990,cool_nights,-0.44093437152391735,0.7380952112422584,1.8888887074830127,-6.533316567656657
1991-2024,warm_days,19.472930990578064,15.80952370402908,22.00000084615627,19.623188664315066
1991-2024,warm_nights,19.492386045327237,18.880967056516997,21.333309459838652,15.816666816666679
1991-2024,cool_days,-7.864018334606575,-2.5333337506781737,-6.587300669886676,-16.583347700660315
1991-2024,cool_nights,-3.328138528138531,-1.2941167858904776,-2.689650343908803,-10.488109267040366
